,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Capital Expenditure
2024-09-30,,,,,,,,,,,,,,,,,,,,129218000.0,,,,,
2024-12-31,,,,,,,,,,,,,,,,,,,,78602000.0,,,,,
2025-03-31,295633000.0,295633000.0,65276000.0,-636000.0,-636000.0,8543000.0,-4735000.0,-4735000.0,-0.44,-0.44,618700000.0,356600000.0,510000000.0,393000000.0,333200000.0,309700000.0,23500000.0,108700000.0,-36400000.0,,16593000.0,-1982000.0,-6588000.0,14319000.0,-2274000.0
2025-06-30,276146000.0,276146000.0,75323000.0,1979000.0,1979000.0,11128000.0,-122000.0,-122000.0,,,559906000.0,302337000.0,451214000.0,335234000.0,273828000.0,259854000.0,13974000.0,108692000.0,-32897000.0,73781000.0,57494000.0,-2027000.0,-64962000.0,55379000.0,-2115000.0
2025-09-30,189730000.0,189730000.0,51869000.0,-10617000.0,-10617000.0,-2898000.0,-14702000.0,-14702000.0,,,523059000.0,273059000.0,428848000.0,315151000.0,286911000.0,276744000.0,10167000.0,94211000.0,-42092000.0,59079000.0,-9135000.0,-903000.0,7643000.0,-10244000.0,-1109000.0
2025-12-31,240648000.0,240648000.0,56725000.0,-5916000.0,-5545000.0,2641000.0,-17392000.0,-17392000.0,,,516682000.0,279846000.0,439679000.0,328456000.0,311032000.0,303715000.0,3122000.0,77003000.0,-48610000.0,41686000.0,-10375000.0,-3577000.0,13962000.0,-14085000.0,-3710000.0
2026-03-31,249146000.0,249146000.0,73554000.0,8351000.0,8351000.0,15148000.0,3787000.0,3787000.0,0.37,0.37,503100000.0,271810000.0,422283000.0,312961000.0,283012000.0,272047000.0,10965000.0,80817000.0,-41151000.0,,32588000.0,-2107000.0,-29730000.0,30379000.0,-2209000.0
