Date,Close,High,Low,Open,Volume,7203.T_21D_ret,7203.T_63D_ret,7203.T_126D_ret,7203.T_252D_ret,8035.T_21D_ret,8035.T_63D_ret,8035.T_126D_ret,8035.T_252D_ret,9984.T_21D_ret,9984.T_63D_ret,9984.T_126D_ret,9984.T_252D_ret,AAPL_21D_ret,AAPL_63D_ret,AAPL_126D_ret,AAPL_252D_ret,AZN.L_21D_ret,AZN.L_63D_ret,AZN.L_126D_ret,AZN.L_252D_ret,BAS.DE_21D_ret,BAS.DE_63D_ret,BAS.DE_126D_ret,BAS.DE_252D_ret,BNDX_21D_ret,BNDX_63D_ret,BNDX_126D_ret,BNDX_252D_ret,BRK-B_21D_ret,BRK-B_63D_ret,BRK-B_126D_ret,BRK-B_252D_ret,BTC-USD_21D_ret,BTC-USD_63D_ret,BTC-USD_126D_ret,BTC-USD_252D_ret,BTC-USD_Dist_SMA200,BWX_21D_ret,BWX_63D_ret,BWX_126D_ret,BWX_252D_ret,DX-Y.NYB_21D_ret,DX-Y.NYB_63D_ret,DX-Y.NYB_126D_ret,DX-Y.NYB_252D_ret,EEM_21D_ret,EEM_63D_ret,EEM_126D_ret,EEM_252D_ret,EURUSD=X_21D_ret,EURUSD=X_63D_ret,EURUSD=X_126D_ret,EURUSD=X_252D_ret,EURUSD=X_Dist_SMA200,HYG_21D_ret,HYG_63D_ret,HYG_126D_ret,HYG_252D_ret,IGOV_21D_ret,IGOV_63D_ret,IGOV_126D_ret,IGOV_252D_ret,IWM_21D_ret,IWM_63D_ret,IWM_126D_ret,IWM_252D_ret,IYT_21D_ret,IYT_63D_ret,IYT_126D_ret,IYT_252D_ret,JPM_21D_ret,JPM_63D_ret,JPM_126D_ret,JPM_252D_ret,JPY=X_21D_ret,JPY=X_63D_ret,JPY=X_126D_ret,JPY=X_252D_ret,JPY=X_Dist_SMA200,LBR=F_21D_ret,LBR=F_63D_ret,LBR=F_126D_ret,LBR=F_252D_ret,LE=F_21D_ret,LE=F_63D_ret,LE=F_126D_ret,LE=F_252D_ret,LQD_21D_ret,LQD_63D_ret,LQD_126D_ret,LQD_252D_ret,MSFT_21D_ret,MSFT_63D_ret,MSFT_126D_ret,MSFT_252D_ret,NVDA_21D_ret,NVDA_63D_ret,NVDA_126D_ret,NVDA_252D_ret,OJ=F_21D_ret,OJ=F_63D_ret,OJ=F_126D_ret,OJ=F_252D_ret,RIO.L_21D_ret,RIO.L_63D_ret,RIO.L_126D_ret,RIO.L_252D_ret,RSP_21D_ret,RSP_63D_ret,RSP_126D_ret,RSP_252D_ret,SAP.DE_21D_ret,SAP.DE_63D_ret,SAP.DE_126D_ret,SAP.DE_252D_ret,SHEL.L_21D_ret,SHEL.L_63D_ret,SHEL.L_126D_ret,SHEL.L_252D_ret,SIE.DE_21D_ret,SIE.DE_63D_ret,SIE.DE_126D_ret,SIE.DE_252D_ret,SMH_21D_ret,SMH_63D_ret,SMH_126D_ret,SMH_252D_ret,SPY_21D_ret,SPY_63D_ret,SPY_126D_ret,SPY_252D_ret,TLT_21D_ret,TLT_63D_ret,TLT_126D_ret,TLT_252D_ret,VNQ_21D_ret,VNQ_63D_ret,VNQ_126D_ret,VNQ_252D_ret,XBI_21D_ret,XBI_63D_ret,XBI_126D_ret,XBI_252D_ret,XLE_21D_ret,XLE_63D_ret,XLE_126D_ret,XLE_252D_ret,XLF_21D_ret,XLF_63D_ret,XLF_126D_ret,XLF_252D_ret,XLK_21D_ret,XLK_63D_ret,XLK_126D_ret,XLK_252D_ret,XLP_21D_ret,XLP_63D_ret,XLP_126D_ret,XLP_252D_ret,XLU_21D_ret,XLU_63D_ret,XLU_126D_ret,XLU_252D_ret,XLV_21D_ret,XLV_63D_ret,XLV_126D_ret,XLV_252D_ret,XLY_21D_ret,XLY_63D_ret,XLY_126D_ret,XLY_252D_ret,ZC=F_21D_ret,ZC=F_63D_ret,ZC=F_126D_ret,ZC=F_252D_ret,ZW=F_21D_ret,ZW=F_63D_ret,ZW=F_126D_ret,ZW=F_252D_ret,^GDAXI_21D_ret,^GDAXI_63D_ret,^GDAXI_126D_ret,^GDAXI_252D_ret,^IRX_Level,^IRX_21D_diff,^IRX_63D_diff,^IRX_126D_diff,^IRX_252D_diff,^N225_21D_ret,^N225_63D_ret,^N225_126D_ret,^N225_252D_ret,^TNX_Level,^TNX_21D_diff,^TNX_63D_diff,^TNX_126D_diff,^TNX_252D_diff,^VIX_Level,^VIX_21D_diff,^VIX_63D_diff,^VIX_126D_diff,^VIX_252D_diff,CPIAUCSL_Level,PAYEMS_Level,UNRATE_Level,T10Y2Y_Level,WALCL_Level,CP00MI15EA20M086NEST_Level,LRHUTTTTJPM156S_Level,JPNASSETS_Level,JPNPROINDMISMEI_Level,GBRCPIALLMINMEI_Level,LRHUTTTTGBM156S_Level,GBRPROINDMISMEI_Level,USEPUINDXD_Level,USEPUINDXD_ZScore,GEPUCURRENT_Level,M2SL_Level,NFCI_Level,PERMIT_Level,UMCSENT_Level,DGORDER_Level,ratio_credit_spread_Level,ratio_credit_spread_21D_diff,ratio_credit_spread_63D_diff,ratio_credit_spread_126D_diff,ratio_credit_spread_252D_diff,ratio_consumer_risk_Level,ratio_consumer_risk_21D_diff,ratio_consumer_risk_63D_diff,ratio_consumer_risk_126D_diff,ratio_consumer_risk_252D_diff,ratio_risk_on_off_Level,ratio_risk_on_off_21D_diff,ratio_risk_on_off_63D_diff,ratio_risk_on_off_126D_diff,ratio_risk_on_off_252D_diff,ratio_tech_dominance_Level,ratio_tech_dominance_21D_diff,ratio_tech_dominance_63D_diff,ratio_tech_dominance_126D_diff,ratio_tech_dominance_252D_diff,ratio_intl_vs_us_bonds_Level,ratio_intl_vs_us_bonds_21D_diff,ratio_intl_vs_us_bonds_63D_diff,ratio_intl_vs_us_bonds_126D_diff,ratio_intl_vs_us_bonds_252D_diff,Ret_21D,Ret_63D,Ret_126D,Ret_252D,Dist_SMA_50,Dist_SMA_200,Vol_21D,Future_Return,Target
2023-08-24,48.607425689697266,49.5421838760376,48.1400465965271,49.5421838760376,5291,0.03359170581837945,,,,0.0951660839588988,,,,-0.03542462886202047,,,,-0.09193737667578539,,,,0.007562289271828115,,,,-0.0457717118535369,,,,-0.004672559950203992,,,,0.01286449444550386,,,,-0.10875839152571176,,,,,-0.04167122907614462,,,,0.030627455505785273,,,,-0.06224364761039569,,,,-0.016711588551850398,,,,,-0.011074467312123248,,,,-0.0403084701199099,,,,-0.06739288636321206,,,,-0.075556139379087,,,,-0.06674679914102044,,,,0.026683201091861175,,,,,0.019267822736030782,,,,0.006576202779845053,,,,-0.02690083562681811,,,,-0.050693211207285205,,,,0.03764408455505741,,,,0.0004755672142897627,,,,-0.09096943855319284,,,,-0.05503226279603757,,,,0.055974497360071984,,,,-0.012412243052881022,,,,-0.10127258812671414,,,,-0.037884410919978406,,,,-0.04087717563359916,,,,-0.060219427090513755,,,,-0.06669761794713014,,,,-0.0629740804321911,,,,0.007081559668188131,,,,-0.0491847521353197,,,,-0.051402962148926146,,,,-0.052243556771149224,,,,-0.07675425655617207,,,,-0.024670131415686525,,,,-0.05138047790021727,,,,-0.12586765386395182,,,,-0.1611111111111111,,,,-0.03161336467978704,,,,5.302999973297119,0.034999847412109375,,,,-0.01166661385527723,,,,4.235000133514404,0.3840000629425049,,,,17.200000762939453,4.010001182556152,,,,306.082,156261.0,3.7,-0.75,8139066.0,96.33,2.6,7485376.0,94.04422,129.4,4.1,100.0527,76.47,,175.50515471617388,20777.2,-0.324,1596.0,69.4,289128.0,0.6794199850867783,0.010873165439587718,,,,1.1910033155807642,0.0010836059905370288,,,,4.992623297680599,0.1006842635792573,,,,0.19473573391351395,-0.0021608192734004494,,,,0.4485467954349731,0.009306111042080234,,,,-0.15032682571462386,,,,,,0.016689256503790648,-0.15384615384615385,0.0
2023-08-25,49.35523223876953,50.0095636918265,48.607426392055665,48.607426392055665,5149,0.03210531737658573,,,,0.0029411678171107347,,,,-0.07487692210692498,,,,-0.07436507220888744,,,,-0.0036743356036864627,,,,-0.06002086968389708,,,,-0.0022242621572124976,,,,0.01895163368771624,,,,-0.10828301363618154,,,,,-0.033307113700296154,,,,0.022698292858258196,,,,-0.04958472163915739,,,,-0.025205179394975352,,,,,0.0010073570599555826,,,,-0.029493331633241082,,,,-0.051155044484986645,,,,-0.06306911310989904,,,,-0.05749284581755287,,,,0.04060781216233078,,,,,-0.0038610038610038533,,,,0.014743049452444756,,,,-0.014315709353034722,,,,-0.021335769634293178,,,,0.002570568432037401,,,,0.021917318056387414,,,,-0.08942698294330809,,,,-0.04185109484742777,,,,0.023195443265381144,,,,0.006242020276717275,,,,-0.1238438222347713,,,,-0.0531563680869267,,,,-0.027668949608022575,,,,-0.03844497191406415,,,,-0.04529378040304022,,,,-0.03766662958419542,,,,0.023367245346430865,,,,-0.03245077942551733,,,,-0.038963206807744344,,,,-0.03850226327900208,,,,-0.0529840821784856,,,,-0.010238060642721591,,,,-0.030727726256653765,,,,-0.11720581340834502,,,,-0.16766047001052264,,,,-0.04719051577717648,,,,5.315000057220459,0.04699993133544922,,,,-0.038517366166370026,,,,4.238999843597412,0.22699975967407227,,,,15.680000305175781,1.2700004577636719,,,,306.082,156261.0,3.7,-0.78,8139066.0,96.33,2.6,7485376.0,94.04422,129.4,4.1,100.0527,137.35,,175.50515471617388,20777.2,-0.332,1596.0,69.4,289128.0,0.6818646620013558,0.010437742966450725,,,,1.1976624805633311,0.009606455840789563,,,,5.011451904814137,0.05554025811493002,,,,0.19534082055781377,-0.0022956763826453286,,,,0.4462750640085672,0.0041162971564419615,,,,-0.13157894736842102,,,,,,0.017427988039391985,-0.15340908124776143,0.0
2023-08-28,50.47694396972656,51.037797476395674,49.635660143903266,50.19651721639201,25585,0.05476190503597578,,,,0.002152123443971643,,,,-0.07410528012969986,,,,-0.07862264400349517,,,,-0.0036743356036864627,,,,-0.08069251672835653,,,,-0.004064547824184084,,,,0.016408879890328354,,,,-0.10958998375507134,,,,,-0.035475292362114996,,,,0.024010969750675182,,,,-0.0629620658377773,,,,-0.016520066782139797,,,,,-0.0009718143738850493,,,,-0.032176991794437226,,,,-0.054930460223286404,,,,-0.07380172814654073,,,,-0.05958839291559037,,,,0.05521234829694022,,,,,-0.011616650532429773,,,,0.014313798142701728,,,,-0.017652207682779197,,,,-0.041329564914970085,,,,0.0018181068992570992,,,,0.01593810224298653,,,,-0.08942698294330809,,,,-0.039442905219767455,,,,0.03463343683813935,,,,0.006242020276717275,,,,-0.10552245881281441,,,,-0.059626214696234414,,,,-0.03099010305284533,,,,-0.0423530567071555,,,,-0.03553296685398166,,,,-0.058226997800838065,,,,0.027140369320303837,,,,-0.028977168559897293,,,,-0.04411611689478856,,,,-0.044021188413840506,,,,-0.05101431063440687,,,,-0.010873569993200771,,,,-0.04306550644036877,,,,-0.08157389635316703,,,,-0.1650692225772098,,,,-0.04111414249988621,,,,5.322999954223633,0.06799983978271484,,,,-0.017986998654839992,,,,4.211999893188477,0.24299979209899902,,,,15.079999923706055,1.75,,,,306.082,156261.0,3.7,-0.78,8139066.0,96.33,2.6,7485376.0,94.04422,129.4,4.1,100.0527,70.13,,175.50515471617388,20777.2,-0.332,1596.0,69.4,289128.0,0.6822785598891463,0.011391745387087537,,,,1.1970089600579243,0.0011954422093785055,,,,5.037939529594527,0.059076665334742096,,,,0.19569765981855625,-0.0026872826679216477,,,,0.4458068187347603,0.004687385077141892,,,,-0.10891081241192047,,,,-0.07701770866423678,,0.018559452850591806,-0.20648155397564194,0.0
2023-08-29,51.13127517700195,51.41170192890478,50.10303899893209,50.57041810737668,16808,0.01906962220271713,,,,-0.006589928189315253,,,,-0.08809714783891309,,,,-0.06149835494694578,,,,-0.03408779411941987,,,,-0.057207373795430616,,,,-0.0009863915817442948,,,,0.01798504728811401,,,,-0.05140995643605695,,,,,-0.024089347950574047,,,,0.016591423829566576,,,,-0.05148996730023714,,,,-0.018024566430391187,,,,,0.002901588500520802,,,,-0.019167870579191004,,,,-0.05274028748293169,,,,-0.06285565645100266,,,,-0.058242688088348316,,,,0.04053772495543484,,,,,0.006842619745845546,,,,0.016568362244760326,,,,-0.012569538173115014,,,,-0.02028662523449276,,,,0.0439768491670558,,,,0.025616620092456133,,,,-0.0630406493871627,,,,-0.03163733599426033,,,,0.035369766312944195,,,,0.01701563013484786,,,,-0.09614145160378806,,,,-0.03623455308262358,,,,-0.018851342416717487,,,,-0.034728254197925135,,,,-0.0301432899346622,,,,-0.059319137443546,,,,0.010745164914093497,,,,-0.02377558565716198,,,,-0.0271937664706704,,,,-0.036171523285313034,,,,-0.04786048848426827,,,,0.005739722176012041,,,,-0.024692000076886544,,,,-0.06845238095238093,,,,-0.14419827262485918,,,,-0.03137079868045434,,,,5.320000171661377,0.07200002670288086,,,,-0.028495171034497058,,,,4.122000217437744,0.16300010681152344,,,,14.449999809265137,0.8199996948242188,,,,306.082,156261.0,3.7,-0.75,8139066.0,96.33,2.6,7485376.0,94.04422,129.4,4.1,100.0527,69.2,,175.50515471617388,20777.2,-0.332,1596.0,69.4,289128.0,0.6811264818266132,0.010507306202259481,,,,1.2225430281732401,0.014389517020593434,,,,5.058227210951938,0.081852048185441,,,,0.19677670162143276,-0.0016874837272664867,,,,0.4456938465354115,0.007070697442074503,,,,-0.08681131744980286,,,,-0.06502115479606378,,0.018914970430008865,-0.21206584094295355,0.0
2023-08-30,50.75736999511719,51.78560616369014,50.476943245804414,50.94432234993223,7920,0.004498018797125747,,,,-0.024490642036372634,,,,-0.09337944809082266,,,,-0.039397699509605144,,,,-0.04120308468931422,,,,-0.04952742224358864,,,,0.0010315926133954711,,,,0.024981512374407266,,,,-0.08014854572289343,,,,,-0.016451804915083246,,,,0.008406652831832728,,,,-0.042491419014697884,,,,-0.011673471033601834,,,,,0.007489847981296371,,,,-0.011689973640604534,,,,-0.04479279287343285,,,,-0.04420300805987332,,,,-0.05738631847036435,,,,0.025751344443396107,,,,,0.008902077151335286,,,,-0.0038997044470316933,,,,-0.0040408644804774685,,,,-0.020377489715958985,,,,0.05928150188866943,,,,0.06975996093749992,,,,-0.047429040393469624,,,,-0.024635403011627366,,,,0.03852973493608802,,,,0.026051298043190174,,,,-0.08081877932880233,,,,-0.03077313657744185,,,,-0.011982967365219754,,,,-0.019666146798786643,,,,-0.025023535889567627,,,,-0.04345724714692778,,,,0.020558064112037977,,,,-0.023209779654947416,,,,-0.021494585259751897,,,,-0.02933353438271802,,,,-0.040452676649338715,,,,0.010266106442577083,,,,-0.00925652616119954,,,,-0.07092555331991957,,,,-0.11575316213108466,,,,-0.02145702659684179,,,,5.315000057220459,0.05499982833862305,,,,-0.034146775194037304,,,,4.118000030517578,0.06699991226196289,,,,13.880000114440918,-0.05000019073486328,,,,306.082,156261.0,3.7,-0.78,8121316.0,96.33,2.6,7485376.0,94.04422,129.4,4.1,100.0527,66.94,,175.50515471617388,20777.2,-0.332,1596.0,69.4,289128.0,0.6818190059543168,0.007803412535009158,,,,1.2257951675931655,0.0248402339329159,,,,5.084340488024801,0.039537678987851876,,,,0.19744921151297948,-0.0019193163626863297,,,,0.4461571562165914,0.0036007190444626302,,,,-0.08277026165340884,,,,-0.07122331207750117,,0.018851760809183587,-0.20441989697679352,0.0
2023-08-31,52.907310485839844,53.4681675219269,50.94431977408365,51.037794163855125,16182,0.004995058600293367,,,,0.020335750023809274,,,,-0.0627237901200709,,,,-0.023140121901582433,,,,-0.039051419919139074,,,,-0.020104755207905334,,,,0.0057756461701854445,,,,0.02565565563651906,,,,-0.11047238128494663,,,,,-0.007612724462574771,,,,0.0100400277362227,,,,-0.031165312065049244,,,,-0.006843670403548607,,,,,0.011148225942889667,,,,-0.008671270214117843,,,,-0.033314833329822435,,,,-0.04306049804840517,,,,-0.05836535082979222,,,,0.021885694733289718,,,,,0.015968063872255467,,,,0.009549289511672443,,,,0.0037823662966740557,,,,0.0029128725175433523,,,,0.11488860276237278,,,,0.084793368252841,,,,-0.01815991653005311,,,,-0.018719567535709025,,,,0.052451012523994756,,,,0.040223736972529345,,,,-0.060478973148676785,,,,0.010217336055289072,,,,0.0004887404956863683,,,,-0.0046348421834954134,,,,-0.026586082530977384,,,,-0.03485255117687347,,,,0.034795827415832425,,,,-0.01855556525290336,,,,0.008207795433792464,,,,-0.03769346947171215,,,,-0.049660245179501517,,,,-0.002471160128783789,,,,0.011974825889802254,,,,-0.055811571940604154,,,,-0.10468750000000004,,,,-0.004553018988692092,,,,5.297999858856201,0.037999629974365234,,,,-0.002701187728397003,,,,4.0929999351501465,0.014999866485595703,,,,13.569999694824219,-2.520000457763672,,,,306.082,156261.0,3.7,-0.76,8121316.0,96.33,2.6,7485376.0,94.04422,129.4,4.1,100.0527,167.14,,175.50515471617388,20777.2,-0.332,1596.0,69.4,289128.0,0.6802108875141031,0.004955097382072227,,,,1.2358656002270378,0.06065698087424165,,,,5.054310873960057,0.025883529320071652,,,,0.19870007188607394,0.001521290331259889,,,,0.44394355586864426,-0.0018076205794110844,,,,-0.030821970217622674,,,,-0.03204848733354384,,0.02122565134628042,-0.2438162495762234,0.0
2023-09-01,52.25298309326172,53.84206912850935,52.159505136834575,53.28121565322424,8456,0.04652128312393122,,,,0.025107578952682008,,,,-0.061913730773805575,,,,-0.007606528919111399,,,,-0.018285592674180617,,,,-0.006463287217469693,,,,0.00618049959203093,,,,0.02444813305495086,,,,-0.1157679207662059,,,,,-0.012488459201349555,,,,0.01657886613091275,,,,-0.023651222516641313,,,,-0.009141648385403212,,,,,0.016327628415073292,,,,-0.014329607353326224,,,,-0.0190685485260097,,,,-0.0339469112652967,,,,-0.0609531036884835,,,,0.014852474805709726,,,,,0.012060301507537785,,,,0.009243663285626758,,,,0.005670304441719232,,,,0.008252699879444325,,,,0.08972270226007462,,,,0.0939014406132519,,,,-0.005124253259358502,,,,-0.009735402436297669,,,,0.06055596470388935,,,,0.045216943850171276,,,,-0.05989328824341644,,,,0.013100769587332195,,,,0.005235767262533608,,,,0.0029993829540653216,,,,-0.014215936540506902,,,,-0.001722580374815097,,,,0.045391886824916794,,,,-0.010271098734399464,,,,0.01544494662589968,,,,-0.0432360967687917,,,,-0.03243746226693278,,,,0.005268233436657832,,,,0.0034302670491692666,,,,-0.03328133125325017,,,,-0.09489633173843703,,,,-0.0033372410055999557,,,,5.26800012588501,0.010000228881835938,,,,0.017144036054426603,,,,4.172999858856201,-0.01600027084350586,,,,13.09000015258789,-2.8299999237060547,,,,307.276,156417.0,3.7,-0.69,8121316.0,96.64,2.6,7414910.0,94.13535,130.1,4.0,99.84203,57.38,,200.6384782055877,20747.8,-0.338,1530.0,67.8,298229.0,0.6863770057955058,0.007197425233859689,,,,1.2388932081382786,0.057616999487766885,,,,5.143871376644763,0.011443756386459114,,,,0.1989398360243584,0.0020001207108666097,,,,0.4469082417393911,-0.007857057133064782,,,,-0.029513880032670192,,,,-0.043594299993214264,,0.021188652851244952,-0.2567084100913679,0.0
2023-09-04,50.66389465332031,52.5334110348759,50.383467909250875,52.43993307630641,4183,0.06564108001755464,,,,0.018487636857656975,,,,-0.08081379287354962,,,,-0.007606528919111399,,,,-0.02010211916661342,,,,-0.010927142790999045,,,,0.00618049959203093,,,,0.02444813305495086,,,,-0.1121849584859802,,,,,-0.012488459201349555,,,,0.01657886613091275,,,,-0.023651222516641313,,,,-0.016045209818290385,,,,,0.016327628415073292,,,,-0.014329607353326224,,,,-0.0190685485260097,,,,-0.0339469112652967,,,,-0.0609531036884835,,,,0.02425699840871931,,,,,0.012060301507537785,,,,0.009243663285626758,,,,0.005670304441719232,,,,0.008252699879444325,,,,0.08972270226007462,,,,0.0939014406132519,,,,-0.0017189223621205674,,,,-0.009735402436297669,,,,0.05297801001637659,,,,0.023555661849758547,,,,-0.07188928473155765,,,,0.013100769587332195,,,,0.005235767262533608,,,,0.0029993829540653216,,,,-0.014215936540506902,,,,-0.001722580374815097,,,,0.045391886824916794,,,,-0.010271098734399464,,,,0.01544494662589968,,,,-0.0432360967687917,,,,-0.03243746226693278,,,,0.005268233436657832,,,,0.0034302670491692666,,,,-0.03328133125325017,,,,-0.09489633173843703,,,,-0.007962127262169716,,,,5.26800012588501,0.010000228881835938,,,,0.02318626670601298,,,,4.172999858856201,-0.01600027084350586,,,,13.09000015258789,-2.8299999237060547,,,,307.276,156417.0,3.7,-0.69,8121316.0,96.64,2.6,7414910.0,94.13535,130.1,4.0,99.84203,41.29,,200.6384782055877,20747.8,-0.338,1530.0,67.8,298229.0,0.6863770057955058,0.007197425233859689,,,,1.2388932081382786,0.057616999487766885,,,,5.143871376644763,0.011443756386459114,,,,0.1989398360243584,0.0020001207108666097,,,,0.4469082417393911,-0.007857057133064782,,,,-0.07032589114935317,,,,-0.0714089763456824,,0.021871000462263212,-0.22232471435640477,0.0
2023-09-05,50.66389465332031,51.69212723684808,50.383467909250875,50.850847004639775,3960,0.05932895643878733,,,,0.039281655318247344,,,,-0.07156264269895518,,,,0.06209757778007319,,,,-0.0137159221440728,,,,-0.02713879218347337,,,,-0.0010677645421209858,,,,-0.005819365187554215,,,,-0.11653626904024883,,,,,-0.027218092390253856,,,,0.0270455112621224,,,,-0.02890292990670329,,,,-0.018922800624764924,,,,,0.001863123604994854,,,,-0.031321679126800506,,,,-0.03844579223109279,,,,-0.0550110582216099,,,,-0.0737432958405202,,,,0.032894865619285785,,,,,0.01412714429868811,,,,0.0013912075917954514,,,,-0.009355556028952217,,,,0.012560028783911825,,,,0.06893893834757003,,,,0.08848107665097693,,,,0.001989765541165145,,,,-0.025815941416790222,,,,0.04429240435969417,,,,0.0390347117611205,,,,-0.0702251289663195,,,,0.004297186715178425,,,,-0.0032616675000992634,,,,-0.018617656777347058,,,,-0.02985605957150561,,,,0.012199590208396005,,,,0.04826478130009004,,,,-0.029943506514564122,,,,0.030237747660228242,,,,-0.04969453380771416,,,,-0.035948923992869974,,,,-0.012991828989235454,,,,-0.02031051003590223,,,,-0.023328149300155476,,,,-0.12927756653992395,,,,-0.01122515838232141,,,,5.2779998779296875,0.017999649047851562,,,,0.0242508705315716,,,,4.26800012588501,0.19000005722045898,,,,14.010000228881836,-1.760000228881836,,,,307.276,156417.0,3.7,-0.67,8121316.0,96.64,2.6,7414910.0,94.13535,130.1,4.0,99.84203,66.39,,200.6384782055877,20747.8,-0.338,1530.0,67.8,298229.0,0.6868009328779772,0.007690670967635982,,,,1.2505167785659157,0.03750700107008087,,,,5.194474924123836,0.080027323756795,,,,0.2005177798146468,0.006520075941978898,,,,0.44761561815094286,-0.0058703892658896195,,,,-0.06551719091339447,,,,-0.06975146048421701,,0.021877404141694,-0.23985237518556257,0.0
2023-09-06,50.47694396972656,51.037797476395674,50.009564858895764,50.28999161223032,3804,0.0938726383006736,,,,0.06861563626719192,,,,-0.08857879678297731,,,,0.018670684636231893,,,,-0.03837873096528999,,,,-0.013354868660296337,,,,-0.006609371640184714,,,,-0.005663534754824506,,,,-0.13479554895651769,,,,,-0.03212939811971127,,,,0.022725074210428797,,,,-0.022505593281218816,,,,-0.025174326048702733,,,,,-0.0026880425897187754,,,,-0.03403603842575453,,,,-0.03599539640130367,,,,-0.06011382177093816,,,,-0.07005377781863031,,,,0.03470987970283668,,,,,0.005005005005005003,,,,0.01669449110154453,,,,-0.014225032927410175,,,,0.023109305492518883,,,,0.05375428891968648,,,,0.16568439019006087,,,,0.014956486333355778,,,,-0.024298649603089695,,,,0.05549197221170665,,,,0.049438501205210095,,,,-0.057797904532246425,,,,0.009260397736448045,,,,-0.005637905552922984,,,,-0.02749813851839389,,,,-0.02561945686335443,,,,0.0070591122212335655,,,,0.04356791495739509,,,,-0.021664870417220317,,,,0.027242754828258553,,,,-0.04389733924382677,,,,-0.03826994622743751,,,,-0.025859563878046887,,,,-0.021229617391634314,,,,-0.029336078229541984,,,,-0.1146666666666667,,,,-0.002127399042487821,,,,5.300000190734863,0.02500009536743164,,,,0.026677047206845605,,,,4.289999961853027,0.26399993896484375,,,,14.449999809265137,-1.5399999618530273,,,,307.276,156417.0,3.7,-0.71,8101318.0,96.64,2.6,7414910.0,94.13535,130.1,4.0,99.84203,41.02,,200.6384782055877,20747.8,-0.338,1530.0,67.8,298229.0,0.685801036048607,0.0079334052576856,,,,1.2407833890608266,0.028735782408022992,,,,5.146898990108435,0.1131503419145119,,,,0.19973998978601024,0.006393408702884934,,,,0.44640017808451543,-0.0030213546250609236,,,,-0.09999996599212035,,,,-0.07114349238416144,,0.020123293705716885,-0.2537037602435508,0.0
2023-09-07,50.57041549682617,51.78560396870722,50.383466715754714,50.383466715754714,5512,0.10081398403955921,,,,0.057803395021419623,,,,-0.0663041321209843,,,,-0.00219000558246929,,,,-0.031953624892548715,,,,-0.031035326399584506,,,,-0.00332044723348468,,,,0.010558066295992541,,,,-0.11235219750143455,,,,,-0.02854830434374167,,,,0.025075614678422342,,,,-0.03641806535689618,,,,-0.02141630665523042,,,,,0.0005295919986889608,,,,-0.03279940072072596,,,,-0.03779285420635492,,,,-0.05449348388829656,,,,-0.06547896519553831,,,,0.030925890643605403,,,,,0.00805639476334341,,,,0.017028918732993725,,,,-0.010805117186092339,,,,0.026001544193124282,,,,0.08673253044729079,,,,0.1676926516755679,,,,-0.021524278970861732,,,,-0.025359646956684245,,,,0.05713353142532429,,,,0.030376338187623864,,,,-0.06840506226495424,,,,0.006852821626897043,,,,-0.0020189423840319964,,,,-0.029817924726312617,,,,-0.019396421619734316,,,,-0.006308403708419008,,,,0.02958758303329967,,,,-0.016944391149876004,,,,0.02563644731110326,,,,-0.04303089802567295,,,,-0.027786369121339582,,,,-0.02119770741002147,,,,-0.00671000874196126,,,,-0.021309771309771297,,,,-0.09999999999999998,,,,-0.008447831281407359,,,,5.2829999923706055,0.0029997825622558594,,,,0.02442988396176582,,,,4.260000228881836,0.2480001449584961,,,,14.399999618530273,-1.5600004196166992,,,,307.276,156417.0,3.7,-0.67,8101318.0,96.64,2.6,7414910.0,94.13535,130.1,4.0,99.84203,95.66,,200.6384782055877,20747.8,-0.338,1530.0,67.8,298229.0,0.6850805732735809,0.007761078860933246,,,,1.2412952833294535,0.04538951258041046,,,,5.116905541951548,0.14253253177733782,,,,0.1974578614421069,0.005324278520781822,,,,0.445282572175886,-0.0013726204270988474,,,,-0.08149412489355934,,,,-0.06782001874101606,,0.01992628975178116,-0.26432526993268557,0.0
