Market:;XETR
Date Last Update:;14.07.2026
Product Status;Instrument Status;Instrument;ISIN;Product ID;Instrument ID;WKN;Mnemonic;MIC Code;CCP eligible Code;Trading Model Type;Product Assignment Group;Product Assignment Group Description;Designated Sponsor Member ID;Designated Sponsor;Price Range Value;Price Range Percentage;Minimum Quote Size;Instrument Type;Tick Size 1;Upper Price Limit Max;Tick Size 2;Upper Price Limit 2;Tick Size 3;Upper Price Limit 3;Tick Size 4;Upper Price Limit 4;Tick Size 5;Upper Price Limit 5;Tick Size 6;Upper Price Limit 6;Tick Size 7;Upper Price Limit 7;Tick Size 8;Upper Price Limit 8;Tick Size 9;Upper Price Limit 9;Tick Size 10;Upper Price Limit 10;Tick Size 11;Upper Price Limit 11;Tick Size 12;Upper Price Limit 12;Tick Size 13;Upper Price Limit 13;Tick Size 14;Upper Price Limit 14;Tick Size 15;Upper Price Limit 15;Tick Size 16;Upper Price Limit 16;Tick Size 17;Upper Price Limit 17;Tick Size 18;Upper Price Limit 18;Tick Size 19;Upper Price Limit 19;Tick Size 20;Upper Price Limit 20;Number of Decimal Digits;Unit of Quotation;Market Segment;Market Segment Supplement;Clearing Location;Primary Market MIC Code;Reporting Market;Settlement Period;Settlement Currency;Closed Book Indicator;Market Imbalance Indicator;CUM/EX Indicator;Minimum Iceberg Total Volume;Minimum Iceberg Display Volume;EMDI Incremental A - Unnetted;EMDI Incremental A - Unnetted Port;EMDI Incremental B - Unnetted;EMDI Incremental B - Unnetted Port;EMDI Snapshot A - Unnetted;EMDI Snapshot A - Unnetted Port;EMDI Snapshot B - Unnetted;EMDI Snapshot B - Unnetted Port;EMDI Market Depth - Unnetted;EMDI Snapshot Recovery Time Interval - Unnetted;MDI Address A - Netted;MDI Port A - Netted;MDI Address B - Netted;MDI Port B - Netted;MDI Market Depth - Netted;MDI Market Depth Time Interval - Netted;MDI Recovery Time Interval - Netted;EOBI Incremental A;EOBI Incremental Port A;EOBI Incremental B;EOBI Incremental Port B;EOBI Snapshot A;EOBI Snapshot Port A;EOBI Snapshot B;EOBI Snapshot Port B;Market Maker Member ID;Market Maker;Regulatory Liquid Instrument;Pre-trade LIS Value;Partition ID;Multi CCP-eligible;Tick Size Band;Security Sub Type;Issue Date;Underlying;Maturity Date;Flat Indicator;Coupon Rate;Previous Coupon Payment Date;Next Coupon Payment Date;Pool Factor;Indexation Coefficient;Accrued Interest Calculation Method;Country Of Issue;Minimum Tradable Unit;In-Subscription;Strike Price;Minimum Order Quantity;Off-Book Reporting Market;Instrument Auction Type;Specialist Member ID;Specialist;Liquidity Provider User Group;Specialist User Group;Quoting Period Start;Quoting Period End;Currency;Warrant Type;First Trading Date;Last Trading Date;Deposit Type;Single Sided Quote Support;Liquidity Class;Cover Indicator;VolatilityCorridorOpeningAuction;VolatilityCorridorIntradayAuction;VolatilityCorridorClosingAuction;VolatilityCorridorContinuous;DisableOnBookTrading;Maximum Order Quantity;Maximum Order Value;Security Classification Value;MidpointTrading;Midpoint Execution VenueID;FixedAbsVolaInterruptionLimit;FloatAbsVolaInterruptionLimit;FixedPctVolaInterruptionLimit;FloatPctVolaInterruptionLimit;Cross Match Instruction Default;VolatilityCorridorRetailAuction
Active;Active;ALLIANZ SE NA O.N.;DE0008404005;53040;2505133;000840400;ALV;XETR;Y;Continuous;DAX1;DAX;;;;2;24;CS;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0002;1;0.0005;2;0.001;5;0.002;10;0.005;20;0.01;50;0.02;100;0.05;200;0.1;500;0.2;1000;0.5;2000;1;5000;2;10000;5;20000;10;50000;20;9999999999.9999;;;4;Shares;045;;BOCCP;XMUN;XETA;2;EUR;0;1;;10000.00000000;0.01000000;224.0.160.3;59001;224.0.162.3;59001;224.0.160.2;59000;224.0.162.2;59000;10;120000;224.0.161.17;59000;224.0.163.17;59000;10;750;60000;224.0.160.137;59001;224.0.162.137;59001;224.0.160.136;59000;224.0.162.136;59000;JSNZI#DRWAM#TRCAM#HREDB#JUMAM#CITDB#SEYFR#BNAPA#SOGFR#SISDB#BALFR#WEBAM#MSTDU;Jane Street Netherlands B.V#DRW Europe B.V.#Tower Research Capital Europe B.V.#HRTEU Limited#Jump Trading Europe B.V.#Citadel Securities GCS (Ireland) Limited#ODDO BHF SE#BNP PARIBAS ARBITRAGE SNC#SOCIETE GENERALE S.A. FRANKFURT#SUSQUEHANNA INTERNATIONAL SECURITIES#BAADER BANK AG#WEBB TRADERS BV#FINOVESTA GMBH;Y;650000.00000000;53;Y;ESMA_LB5;;;;;;;;;;;;;;N;;1;XETU;;;;;;;;EUR;;2008-02-25;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;4;;;;;;N;522829;221000000;1;1;XEMA;0;0;3;1.2;2;
Active;Active;MUENCH.RUECKVERS. NA O.N.;DE0008430026;53041;2505134;000843002;MUV2;XETR;Y;Continuous;DAX1;DAX;;;;2;20;CS;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0002;1;0.0005;2;0.001;5;0.002;10;0.005;20;0.01;50;0.02;100;0.05;200;0.1;500;0.2;1000;0.5;2000;1;5000;2;10000;5;20000;10;50000;20;9999999999.9999;;;4;Shares;045;;BOCCP;XMUN;XETA;2;EUR;0;1;;10000.00000000;0.01000000;224.0.160.3;59001;224.0.162.3;59001;224.0.160.2;59000;224.0.162.2;59000;10;120000;224.0.161.17;59000;224.0.163.17;59000;10;750;60000;224.0.160.131;59001;224.0.162.131;59001;224.0.160.130;59000;224.0.162.130;59000;JSNZI#DRWAM#TRCAM#HREDB#JUMAM#CITDB#BNAPA#SOGFR#SISDB#BALFR#WEBAM#MSTDU;Jane Street Netherlands B.V#DRW Europe B.V.#Tower Research Capital Europe B.V.#HRTEU Limited#Jump Trading Europe B.V.#Citadel Securities GCS (Ireland) Limited#BNP PARIBAS ARBITRAGE SNC#SOCIETE GENERALE S.A. FRANKFURT#SUSQUEHANNA INTERNATIONAL SECURITIES#BAADER BANK AG#WEBB TRADERS BV#FINOVESTA GMBH;Y;650000.00000000;50;Y;ESMA_LB5;;;;;;;;;;;;;;N;;1;XETU;;;;;;;;EUR;;2008-02-25;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;4;;;;;;N;442176;221000000;1;1;XEMA;0;0;3;1.2;2;
Active;Active;NUERNBERGER BET.AG VNA;DE0008435967;53042;2505135;000843596;NBG6;XETR;Y;Continuous;GER0;DEUTSCHLAND;BALFR#;BAADER BANK AG#;;4;42;CS;0.0002;0.1;0.0005;0.2;0.001;0.5;0.002;1;0.005;2;0.01;5;0.02;10;0.05;20;0.1;50;0.2;100;0.5;200;1;500;2;1000;5;2000;10;5000;20;10000;50;20000;100;50000;200;9999999999.9999;;;4;Shares;055;;BOCCP;XFRA;XETS;2;EUR;0;1;;10000.00000000;0.01000000;224.0.160.7;59001;224.0.162.7;59001;224.0.160.6;59000;224.0.162.6;59000;10;120000;224.0.161.19;59000;224.0.163.19;59000;10;750;60000;224.0.160.153;59001;224.0.162.153;59001;224.0.160.152;59000;224.0.162.152;59000;JSNZI;Jane Street Netherlands B.V;N;200000.00000000;55;Y;ESMA_LB2;;;;;;;;;;;;;;N;;1;XETW;;;;;;;;EUR;;2017-03-01;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;3;;;;;;N;376068;44000000;1;1;XEMI;0;0;5;2.9;2;
Active;Active;JDC GROUP AG O.N.;DE000A0B9N37;52191;2504284;000A0B9N3;JDC;XETR;Y;Continuous;GER0;DEUTSCHLAND;BKMFR*ACAMU#;BankM AG*JFD Bank AG#;;3;329;CS;0.0002;0.1;0.0005;0.2;0.001;0.5;0.002;1;0.005;2;0.01;5;0.02;10;0.05;20;0.1;50;0.2;100;0.5;200;1;500;2;1000;5;2000;10;5000;20;10000;50;20000;100;50000;200;9999999999.9999;;;4;Shares;055;;BOCCP;XFRA;XETS;2;EUR;0;1;;10000.00000000;0.01000000;224.0.160.7;59001;224.0.162.7;59001;224.0.160.6;59000;224.0.162.6;59000;10;120000;224.0.161.19;59000;224.0.163.19;59000;10;750;60000;224.0.160.153;59001;224.0.162.153;59001;224.0.160.152;59000;224.0.162.152;59000;JSNZI#BALFR;Jane Street Netherlands B.V#BAADER BANK AG;N;60000.00000000;55;Y;ESMA_LB2;;;;;;;;;;;;;;N;;1;XETW;;;;;;;;EUR;;2017-04-03;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;2;;;;;;N;1973094;44000000;1;1;XEMI;0;0;5;2.2;2;
Active;Active;FAMICORD AG;DE000A0BL849;52186;2504279;000A0BL84;V3V;XETR;Y;Continuous;GER0;DEUTSCHLAND;MWBMU#;MWB FAIRTRADE WERTPAPIERHANDELSBANK AG#;0.32;;1525;CS;0.0002;0.1;0.0005;0.2;0.001;0.5;0.002;1;0.005;2;0.01;5;0.02;10;0.05;20;0.1;50;0.2;100;0.5;200;1;500;2;1000;5;2000;10;5000;20;10000;50;20000;100;50000;200;9999999999.9999;;;4;Shares;045;;BOCCP;XFRA;XETA;2;EUR;0;1;;10000.00000000;0.01000000;224.0.160.7;59001;224.0.162.7;59001;224.0.160.6;59000;224.0.162.6;59000;10;120000;224.0.161.19;59000;224.0.163.19;59000;10;750;60000;224.0.160.153;59001;224.0.162.153;59001;224.0.160.152;59000;224.0.162.152;59000;BALFR;BAADER BANK AG;N;15000.00000000;55;Y;ESMA_LB2;;;;;;;;;;;;;;N;;1;XETU;;;;;;;;EUR;;2008-02-25;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;3;;;;;;N;13580246;44000000;1;0;;0.3;0.2;0;0;2;
Active;Active;NORDEX SE O.N.;DE000A0D6554;52197;2504290;000A0D655;NDX1;XETR;Y;Continuous;MDX1;MDAX;JBBHH#;JOH. BERENBERG, GOSSLER & CO. KG#;;2;245;CS;0.0001;0.1;0.0001;0.2;0.0002;0.5;0.0005;1;0.001;2;0.002;5;0.005;10;0.01;20;0.02;50;0.05;100;0.1;200;0.2;500;0.5;1000;1;2000;2;5000;5;10000;10;20000;20;50000;50;9999999999.9999;;;4;Shares;045;;BOCCP;XFRA;XETA;2;EUR;0;1;;10000.00000000;0.01000000;224.0.160.7;59001;224.0.162.7;59001;224.0.160.6;59000;224.0.162.6;59000;10;120000;224.0.161.19;59000;224.0.163.19;59000;10;750;60000;224.0.160.155;59001;224.0.162.155;59001;224.0.160.154;59000;224.0.162.154;59000;JSNZI#DRWAM#HREDB#CITDB#SOGFR#SISDB#BALFR;Jane Street Netherlands B.V#DRW Europe B.V.#HRTEU Limited#Citadel Securities GCS (Ireland) Limited#SOCIETE GENERALE S.A. FRANKFURT#SUSQUEHANNA INTERNATIONAL SECURITIES#BAADER BANK AG;Y;400000.00000000;55;Y;ESMA_LB4;;;;;;;;;;;;;;N;;1;XETU;;;;;;;;EUR;;2008-02-25;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;4;;;;;;N;3438530;146000000;1;1;XEMA;0;0;5;2;2;
Active;Active;ISHARES EURO STOXX U.ETF;DE000A0D8Q07;52199;2504292;000A0D8Q0;EXSI;XETR;Y;Continuous;FON1;EXCHANGE TRADED FUNDS - PASSIV;MSEFR#BNAPA#SOGFR#OPXAM#NEDAM#;Morgan Stanley Europe SE#BNP PARIBAS ARBITRAGE SNC#SOCIETE GENERALE S.A. FRANKFURT#OPTIVER V.O.F.#FLOW TRADERS B.V.#;;1.5;1500;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;0;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;750;60000;224.0.160.143;59001;224.0.162.143;59001;224.0.160.142;59000;224.0.162.142;59000;JSNAM#DRWAM#TRCAM#BALFR#WEBAM;Jane Street Netherlands B.V#DRW Europe B.V.#Tower Research Capital Europe B.V.#BAADER BANK AG#WEBB TRADERS BV;Y;3000000.00000000;58;N;ESMA_LB6;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2008-02-25;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;;;3;9;15;21;N;1959619;132000000;1;1;XEMA;;;;;2;55
Active;Active;ISHARES ATX UCITS ETF;DE000A0D8Q23;52200;2504293;000A0D8Q2;EXXX;XETR;Y;Continuous;FON1;EXCHANGE TRADED FUNDS - PASSIV;BNAPA#SOGFR#NEDAM#;BNP PARIBAS ARBITRAGE SNC#SOCIETE GENERALE S.A. FRANKFURT#FLOW TRADERS B.V.#;;1.5;1500;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;0;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;750;60000;224.0.160.149;59001;224.0.162.149;59001;224.0.160.148;59000;224.0.162.148;59000;DRWAM#BALFR#WEBAM#JSNAM;DRW Europe B.V.#BAADER BANK AG#WEBB TRADERS BV#Jane Street Netherlands B.V;Y;3000000.00000000;59;N;ESMA_LB6;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2008-02-25;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;;;3;9;15;21;N;1892744;132000000;1;0;;;;;;2;55
Active;Active;I.EB.R.GOV.GE.10.5+ U.ETF;DE000A0D8Q31;52201;2504294;000A0D8Q3;EXX6;XETR;Y;Continuous;FONA;EXCHANGE TRADED FUNDS - RENTEN;BNAPA#SOGFR#NEDAM#;BNP PARIBAS ARBITRAGE SNC#SOCIETE GENERALE S.A. FRANKFURT#FLOW TRADERS B.V.#;;0.5;900;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0001;2;0.0001;5;0.0002;10;0.0005;20;0.001;50;0.002;100;0.005;200;0.01;500;0.02;1000;0.05;2000;0.1;5000;0.2;10000;0.5;20000;1;50000;2;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;0;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;750;60000;224.0.160.145;59001;224.0.162.145;59001;224.0.160.144;59000;224.0.162.144;59000;BALFR#WEBAM;BAADER BANK AG#WEBB TRADERS BV;Y;3000000.00000000;57;N;XETRA_LB8;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2008-02-25;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;;;2;8;14;20;N;835258;94000000;1;0;;;;;;2;54
Active;Active;IS.DJ U.S.SELEC.DIV.U.ETF;DE000A0D8Q49;52202;2504295;000A0D8Q4;EXX5;XETR;Y;Continuous;FON1;EXCHANGE TRADED FUNDS - PASSIV;BNAPA#SOGFR#NEDAM#;BNP PARIBAS ARBITRAGE SNC#SOCIETE GENERALE S.A. FRANKFURT#FLOW TRADERS B.V.#;;1.5;1100;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;0;1;C;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;750;60000;224.0.160.149;59001;224.0.162.149;59001;224.0.160.148;59000;224.0.162.148;59000;JSNAM#DRWAM#BALFR#WEBAM;Jane Street Netherlands B.V#DRW Europe B.V.#BAADER BANK AG#WEBB TRADERS BV;Y;3000000.00000000;59;N;ESMA_LB6;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2008-02-25;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;;;3;9;15;21;N;1325833;132000000;1;0;;;;;;2;55
Active;Active;ISH.S.EUR.SMALL 200 U.ETF;DE000A0D8QZ7;52198;2504291;000A0D8QZ;EXSE;XETR;Y;Continuous;FON1;EXCHANGE TRADED FUNDS - PASSIV;BNAPA#SOGFR#NEDAM#;BNP PARIBAS ARBITRAGE SNC#SOCIETE GENERALE S.A. FRANKFURT#FLOW TRADERS B.V.#;;1.5;2600;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;0;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;750;60000;224.0.160.149;59001;224.0.162.149;59001;224.0.160.148;59000;224.0.162.148;59000;JSNAM#DRWAM#TRCAM#BALFR#WEBAM#OPXAM;Jane Street Netherlands B.V#DRW Europe B.V.#Tower Research Capital Europe B.V.#BAADER BANK AG#WEBB TRADERS BV#OPTIVER V.O.F.;Y;3000000.00000000;59;N;ESMA_LB6;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2008-02-25;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;;;3;9;15;21;N;3433476;132000000;1;0;;;;;;2;55
Active;Active;MTU AERO ENGINES NA O.N.;DE000A0D9PT0;52204;2504297;000A0D9PT;MTX;XETR;Y;Continuous;DAX1;DAX;GSCCX*BALFR#;Goldman Sachs Bank Europe SE*BAADER BANK AG#;;2;28;CS;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0002;1;0.0005;2;0.001;5;0.002;10;0.005;20;0.01;50;0.02;100;0.05;200;0.1;500;0.2;1000;0.5;2000;1;5000;2;10000;5;20000;10;50000;20;9999999999.9999;;;4;Shares;045;;BOCCP;XFRA;XETA;2;EUR;0;1;;10000.00000000;0.01000000;224.0.160.3;59001;224.0.162.3;59001;224.0.160.2;59000;224.0.162.2;59000;10;120000;224.0.161.17;59000;224.0.163.17;59000;10;750;60000;224.0.160.131;59001;224.0.162.131;59001;224.0.160.130;59000;224.0.162.130;59000;JSNZI#DRWAM#TRCAM#HREDB#JUMAM#CITDB#SOGFR#SISDB#WEBAM#MSTDU;Jane Street Netherlands B.V#DRW Europe B.V.#Tower Research Capital Europe B.V.#HRTEU Limited#Jump Trading Europe B.V.#Citadel Securities GCS (Ireland) Limited#SOCIETE GENERALE S.A. FRANKFURT#SUSQUEHANNA INTERNATIONAL SECURITIES#WEBB TRADERS BV#FINOVESTA GMBH;Y;650000.00000000;50;Y;ESMA_LB5;;;;;;;;;;;;;;N;;1;XETU;;;;;;;;EUR;;2008-02-25;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;4;;;;;;N;610497;221000000;1;1;XEMA;0;0;3;1.6;2;
Active;Active;SMA SOLAR TECHNOL.AG;DE000A0DJ6J9;52194;2504287;000A0DJ6J;S92;XETR;Y;Continuous;SDX1;SDAX;SEYFR#;ODDO BHF SE#;;2;185;CS;0.0001;0.1;0.0001;0.2;0.0002;0.5;0.0005;1;0.001;2;0.002;5;0.005;10;0.01;20;0.02;50;0.05;100;0.1;200;0.2;500;0.5;1000;1;2000;2;5000;5;10000;10;20000;20;50000;50;9999999999.9999;;;4;Shares;045;;BOCCP;XFRA;XETA;2;EUR;0;1;;10000.00000000;0.01000000;224.0.160.7;59001;224.0.162.7;59001;224.0.160.6;59000;224.0.162.6;59000;10;120000;224.0.161.19;59000;224.0.163.19;59000;10;750;60000;224.0.160.151;59001;224.0.162.151;59001;224.0.160.150;59000;224.0.162.150;59000;JSNZI#HREDB#JUMAM#CITDB#SISDB#BALFR#WEBAM;Jane Street Netherlands B.V#HRTEU Limited#Jump Trading Europe B.V.#Citadel Securities GCS (Ireland) Limited#SUSQUEHANNA INTERNATIONAL SECURITIES#BAADER BANK AG#WEBB TRADERS BV;Y;300000.00000000;55;Y;ESMA_LB4;;;;;;;;;;;;;;N;;1;XETU;;;;;;;;EUR;;2008-06-27;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;4;;;;;;N;2664233;146000000;1;1;XEMA;0;0;5;2.7;2;
Active;Active;BET-AT-HOME.COM AG O.N.;DE000A0DNAY5;52195;2504288;000A0DNAY;ACX;XETR;Y;Continuous;GER0;DEUTSCHLAND;ICFFR#;ICF BANK AG WERTPAPIERHANDELSBANK#;0.32;;1450;CS;0.0002;0.1;0.0005;0.2;0.001;0.5;0.002;1;0.005;2;0.01;5;0.02;10;0.05;20;0.1;50;0.2;100;0.5;200;1;500;2;1000;5;2000;10;5000;20;10000;50;20000;100;50000;200;9999999999.9999;;;4;Shares;045;;BOCCP;XFRA;XETA;2;EUR;0;1;;10000.00000000;0.01000000;224.0.160.7;59001;224.0.162.7;59001;224.0.160.6;59000;224.0.162.6;59000;10;120000;224.0.161.19;59000;224.0.163.19;59000;10;750;60000;224.0.160.153;59001;224.0.162.153;59001;224.0.160.152;59000;224.0.162.152;59000;HREDB#SISDB#BALFR;HRTEU Limited#SUSQUEHANNA INTERNATIONAL SECURITIES#BAADER BANK AG;N;15000.00000000;55;Y;ESMA_LB2;;;;;;;;;;;;;;N;;1;XETU;;;;;;;;EUR;;2016-08-11;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;3;;;;;;N;12571428;44000000;1;0;;0.3;0.2;0;0;2;
Active;Active;MBB SE O.N.;DE000A0ETBQ4;52208;2504301;000A0ETBQ;MBB;XETR;Y;Continuous;SDX1;SDAX;SEYFR#;ODDO BHF SE#;;2;62;CS;0.0001;0.1;0.0002;0.2;0.0005;0.5;0.001;1;0.002;2;0.005;5;0.01;10;0.02;20;0.05;50;0.1;100;0.2;200;0.5;500;1;1000;2;2000;5;5000;10;10000;20;20000;50;50000;100;9999999999.9999;;;4;Shares;045;;BOCCP;XFRA;XETA;2;EUR;0;1;;10000.00000000;0.01000000;224.0.160.7;59001;224.0.162.7;59001;224.0.160.6;59000;224.0.162.6;59000;10;120000;224.0.161.19;59000;224.0.163.19;59000;10;750;60000;224.0.160.151;59001;224.0.162.151;59001;224.0.160.150;59000;224.0.162.150;59000;JSNZI#BALFR;Jane Street Netherlands B.V#BAADER BANK AG;Y;200000.00000000;55;Y;ESMA_LB3;;;;;;;;;;;;;;N;;1;XETU;;;;;;;;EUR;;2008-06-20;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;1;;;;;;N;404101;67000000;1;1;XEMA;0;0;5;1.7;2;
Active;Active;IS.DJ CHINA OFFS.50 U.ETF;DE000A0F5UE8;52209;2504302;000A0F5UE;EXXU;XETR;Y;Continuous;FON1;EXCHANGE TRADED FUNDS - PASSIV;BNAPA#GHCAT#;BNP PARIBAS ARBITRAGE SNC#GHCO Europe Investment Services#;;3;2700;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;0;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;750;60000;224.0.160.149;59001;224.0.162.149;59001;224.0.160.148;59000;224.0.162.148;59000;JSNAM#BALFR#WEBAM#MSTDU;Jane Street Netherlands B.V#BAADER BANK AG#WEBB TRADERS BV#FINOVESTA GMBH;N;3000000.00000000;59;N;ESMA_LB6;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2008-02-25;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;;;4;10;16;22;N;3585495;132000000;1;0;;;;;;2;56
Active;Active;ISHARES NASDAQ-100 U.ETF;DE000A0F5UF5;52210;2504303;000A0F5UF;EXXT;XETR;Y;Continuous;FON1;EXCHANGE TRADED FUNDS - PASSIV;BNAPA#SOGFR#OPXAM#BALFR#NEDAM#;BNP PARIBAS ARBITRAGE SNC#SOCIETE GENERALE S.A. FRANKFURT#OPTIVER V.O.F.#BAADER BANK AG#FLOW TRADERS B.V.#;;1.5;400;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;0;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;750;60000;224.0.160.149;59001;224.0.162.149;59001;224.0.160.148;59000;224.0.162.148;59000;JSNAM#DRWAM#WEBAM;Jane Street Netherlands B.V#DRW Europe B.V.#WEBB TRADERS BV;Y;3000000.00000000;59;N;ESMA_LB6;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2008-02-25;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;;;3;9;15;21;N;523497;132000000;1;0;;;;;;2;55
Active;Active;IS.DJ EUROZ.SUST.SC.U.ETF;DE000A0F5UG3;52211;2504304;000A0F5UG;EXXV;XETR;Y;Continuous;FON1;EXCHANGE TRADED FUNDS - PASSIV;JSNAM#BNAPA#SOGFR#OPXAM#NEDAM#;Jane Street Netherlands B.V#BNP PARIBAS ARBITRAGE SNC#SOCIETE GENERALE S.A. FRANKFURT#OPTIVER V.O.F.#FLOW TRADERS B.V.#;;1.5;4300;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;0;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;750;60000;224.0.160.149;59001;224.0.162.149;59001;224.0.160.148;59000;224.0.162.148;59000;DRWAM#BALFR#WEBAM;DRW Europe B.V.#BAADER BANK AG#WEBB TRADERS BV;Y;3000000.00000000;59;N;ESMA_LB6;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2008-02-25;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;;;3;9;15;21;N;5635005;132000000;1;0;;;;;;2;55
