,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Capital Expenditure,Issuance Of Debt
2024-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,-778000.0
2025-03-31,1007414000.0,1007414000.0,226205000.0,30762000.0,38979000.0,75370000.0,24175000.0,24175000.0,0.35,0.34,4808597000.0,2983626000.0,3551589000.0,2364111000.0,1181346000.0,,729231000.0,1237888000.0,619515000.0,1026831000.0,48969000.0,-16718000.0,-127745000.0,28850000.0,-20119000.0,
2025-06-30,1000902000.0,1000902000.0,226033000.0,-88699000.0,-83039000.0,72147000.0,-105267000.0,-105267000.0,-1.52,-1.52,4612765000.0,2944803000.0,3537039000.0,2455293000.0,1177108000.0,,644410000.0,1055639000.0,489510000.0,871948000.0,104715000.0,-65571000.0,-110421000.0,79535000.0,-25180000.0,0.0
2025-09-30,1043724000.0,1043724000.0,234786000.0,54424000.0,58889000.0,93638000.0,24631000.0,24631000.0,0.4,0.38,4614923000.0,2953154000.0,3515268000.0,2425464000.0,1140386000.0,,610667000.0,1078808000.0,527690000.0,899534000.0,80716000.0,-32068000.0,-50855000.0,53254000.0,-27462000.0,
2025-12-31,1116316000.0,1116316000.0,242619000.0,186474000.0,32992000.0,84655000.0,275181000.0,275181000.0,,,4664722000.0,2976143000.0,3311628000.0,2204068000.0,1236401000.0,,964443000.0,1334761000.0,772075000.0,1147422000.0,158287000.0,202209000.0,-31997000.0,114502000.0,-43785000.0,
2026-03-31,940213000.0,940213000.0,216766000.0,34790000.0,41843000.0,75781000.0,20232000.0,20232000.0,0.29,0.29,4569793000.0,2884513000.0,3190333000.0,2133797000.0,991394000.0,80568000.0,910826000.0,1360574000.0,750716000.0,1167642000.0,58922000.0,56571000.0,-171854000.0,39886000.0,-19036000.0,
