,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,257114000.0,108333000.0,138698000.0,75859000.0,75864000.0,42275000.0,20239000.0,118139000.0,32474000.0,-3103000.0
2025-06-30,249520000.0,108463000.0,141573000.0,120975000.0,,,19886000.0,107670000.0,-12512000.0,-12643000.0
2025-12-31,198098000.0,107581000.0,150762000.0,131296000.0,96561000.0,59101000.0,24312000.0,47060000.0,-23715000.0,-70585000.0
2026-06-30,211024000.0,117123000.0,163826000.0,66842000.0,,,21727000.0,46922000.0,50281000.0,-75659000.0
