,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2025-06-30,14900000.0,14900000.0,4300000.0,-1800000.0,-1700000.0,-1700000.0,-1800000.0,-1800000.0,-0.2,-0.2,57900000.0,39100000.0,109600000.0,80600000.0,34300000.0,27400000.0,5900000.0,-51700000.0,-41500000.0,-80200000.0
