,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,118626000.0,25956000.0,65973000.0,34851000.0,15949000.0,5845000.0,9532000.0,52440000.0,-8895000.0,38510000.0
2025-06-30,128550000.0,26464000.0,76077000.0,38218000.0,,,9338000.0,52264000.0,-11754000.0,38388000.0
2025-12-31,143123000.0,25503000.0,87068000.0,44430000.0,35092000.0,27157000.0,5874000.0,55842000.0,-18927000.0,41157000.0
