,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow
2024-12-31,,,,,,,,,-0.18,-0.18,,,,,,,,,,,,,,
2025-03-31,12124000.0,12124000.0,6922000.0,-2010000.0,-1890000.0,-653000.0,-3059000.0,-3059000.0,-0.14,-0.14,79086000.0,34908000.0,71895000.0,18900000.0,4590000.0,,14872000.0,6012000.0,16008000.0,-112587000.0,-1618000.0,-261000.0,-1038000.0,-2152000.0
2025-06-30,13463000.0,13463000.0,8109000.0,-881000.0,757000.0,1989000.0,-608000.0,-608000.0,-0.03,-0.03,72441000.0,30166000.0,66267000.0,12603000.0,,,,4995000.0,17563000.0,,-1839000.0,-49000.0,-2389000.0,-1305000.0
2025-09-30,11321000.0,11321000.0,6381000.0,-1762000.0,-5916000.0,-4471000.0,-4041000.0,-4041000.0,,,66337000.0,24959000.0,64496000.0,17600000.0,8534000.0,629000.0,6190000.0,1841000.0,7359000.0,-116035000.0,-2443000.0,-989000.0,-859000.0,-4049000.0
2025-12-31,11923000.0,11923000.0,7406000.0,-2007000.0,-1593000.0,-389000.0,-2914000.0,-2914000.0,-0.13,-0.13,66905000.0,26084000.0,67633000.0,17680000.0,,,,-728000.0,8404000.0,,-2056000.0,-613000.0,1631000.0,-2056000.0
2026-03-31,11484000.0,11484000.0,6729000.0,-2109000.0,-2071000.0,-927000.0,-3459000.0,-3459000.0,-0.16,-0.16,62657000.0,22620000.0,66527000.0,15760000.0,4815000.0,554000.0,4261000.0,-3870000.0,6860000.0,-122408000.0,733000.0,-330000.0,-1300000.0,-335000.0
