,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,47776000.0,28542000.0,10507000.0,6431000.0,3737000.0,10835000.0,37269000.0,22111000.0,20907000.0
2025-06-30,,29957000.0,11615000.0,,,,37048000.0,22717000.0,
2025-12-31,48607000.0,30407000.0,10315000.0,6366000.0,3572000.0,11104000.0,38292000.0,24041000.0,22346000.0
