,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Capital Expenditure
2024-12-31,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31,,,,,,,,,1.01,1.01,,,,,,,,,,,,,,,
2025-06-30,16068000000.0,16068000000.0,2372000000.0,1001000000.0,1207000000.0,1843000000.0,732000000.0,732000000.0,,0.93,129040000000.0,69519000000.0,105892000000.0,60134000000.0,10635000000.0,364000000.0,8195000000.0,23061000000.0,9385000000.0,18008000000.0,-1049000000.0,-1042000000.0,-2914000000.0,-1792000000.0,-743000000.0
2025-09-30,17826000000.0,17826000000.0,2927000000.0,1639000000.0,1813000000.0,2466000000.0,1116000000.0,1116000000.0,,,129670000000.0,70145000000.0,105974000000.0,61021000000.0,10875000000.0,253000000.0,8344000000.0,23606000000.0,9124000000.0,19315000000.0,1625000000.0,-922000000.0,-563000000.0,704000000.0,-921000000.0
2025-12-31,25984000000.0,25984000000.0,3790000000.0,2056000000.0,2817000000.0,4035000000.0,2580000000.0,2580000000.0,,,134939000000.0,73647000000.0,108755000000.0,63511000000.0,11023000000.0,,14128000000.0,26104000000.0,10136000000.0,22334000000.0,7195000000.0,-1520000000.0,82000000.0,5492000000.0,-1703000000.0
2026-03-31,12651000000.0,12651000000.0,1556000000.0,187000000.0,865000000.0,1551000000.0,586000000.0,586000000.0,0.74,0.74,138700000000.0,76742000000.0,112521000000.0,67298000000.0,10947000000.0,,11872000000.0,26091000000.0,9444000000.0,23277000000.0,-1883000000.0,-778000000.0,228000000.0,-2498000000.0,-615000000.0
2026-06-30,20525000000.0,20525000000.0,3783000000.0,2331000000.0,2426000000.0,3082000000.0,1657000000.0,1657000000.0,2.1,2.1,139002000000.0,75746000000.0,113040000000.0,66105000000.0,10661000000.0,,9499000000.0,25874000000.0,9641000000.0,22061000000.0,1851000000.0,-1533000000.0,-2680000000.0,1000000000.0,-851000000.0
