,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,80673432.87,49904724.15,11379064.68,4039566.68,8500000.0,4843078.94,3656921.06,69294368.19,45865157.47,33245717.51
2025-06-30,,50817141.6,8011591.45,24068.63,6100917.82,,3146217.79,72369743.32,50793072.97,36321092.64
2025-12-31,86460307.08,55051047.02,13396244.01,8407837.01,11276002.88,11058798.3,217204.58,73064063.07,46643210.01,37479997.39
