,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2025-06-30,32184786.0,27676975.0,9034580.0,7679901.0,172339.0,310241.0,23242187.0,19997074.0,21592390.0
2025-12-31,29198886.0,24048409.0,8360960.0,7006281.0,332052.0,4484706.0,20968411.0,17042128.0,18619779.0
