,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,255065000.0,179638000.0,147548000.0,121209000.0,6492000.0,59877000.0,107013000.0,58429000.0,8710000.0
2025-06-30,240144000.0,166126000.0,137234000.0,112790000.0,4590000.0,79061000.0,102409000.0,53336000.0,11725000.0
2025-12-31,250596000.0,162371000.0,144942000.0,126986000.0,7598000.0,30862000.0,105150000.0,35385000.0,16893000.0
