,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,2544259000.0,1642446000.0,1094563000.0,964615000.0,74434000.0,136164000.0,1419503000.0,677831000.0,716091000.0
2025-06-30,2425300000.0,1555600000.0,,841600000.0,,,1443000000.0,,
2025-12-31,2702363000.0,1814808000.0,1271967000.0,1154106000.0,69161000.0,71511000.0,1397932000.0,660702000.0,694520000.0
