,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2025-03-31,,111873000.0,,39059000.0,,,,58915000.0,,35367000.0
2025-09-30,222441000.0,112018000.0,162506000.0,78987000.0,78303000.0,67224000.0,11079000.0,59936000.0,33031000.0,36388000.0
2026-03-31,228998000.0,118045000.0,169779000.0,39256000.0,84300000.0,60507000.0,23793000.0,59220000.0,78789000.0,35595000.0
