,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Capital Expenditure,Repayment Of Debt,Issuance Of Debt
2025-03-31,170377000.0,170377000.0,34181000.0,8009000.0,8410000.0,10606000.0,948000.0,948000.0,0.066586,0.066586,,,,,,,,,,-4013000.0,-6915000.0,9543000.0,-11631000.0,-7618000.0,-5927000.0,19065000.0
2025-06-30,186284000.0,186284000.0,39746000.0,11617000.0,12478000.0,14689000.0,9017000.0,9017000.0,,,,,,,,,,,,1017000.0,-4231000.0,7207000.0,-4721000.0,-5738000.0,-7476000.0,19778000.0
2026-03-31,196399000.0,196399000.0,46430000.0,11918000.0,13887000.0,16525000.0,6268000.0,6268000.0,0.49,0.49,475315000.0,333141000.0,258140000.0,169879000.0,85063000.0,123685000.0,217175000.0,163262000.0,-36923000.0,-21276000.0,441000.0,96475000.0,-26418000.0,-5142000.0,-27478000.0,7800000.0
2026-06-30,239423000.0,239423000.0,52002000.0,19778000.0,22684000.0,25374000.0,16242000.0,16242000.0,,,504989000.0,359898000.0,273338000.0,185101000.0,84183000.0,131622000.0,231651000.0,174797000.0,-15592000.0,24380000.0,-7684000.0,-9220000.0,15285000.0,-9095000.0,-2874000.0,1490000.0
