,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,27739000.0,7189000.0,12545000.0,7253000.0,5506000.0,919000.0,15194000.0,-64000.0,2405000.0
2025-12-31,28120000.0,8223000.0,11540000.0,7004000.0,4517000.0,2459000.0,16580000.0,1219000.0,3849000.0
