,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,10493627.7,110579.42,4284073.46,1540909.74,31.77,10602.62,6209554.24,-1430330.32,673495.01
2025-06-30,10603171.49,52039.95,4662860.81,2238539.52,0.0,5354.22,5940310.68,-2186499.57,404251.45
2025-12-31,10190063.94,84665.13,3323871.15,1815254.54,0.0,2085.77,6866192.79,-1730589.41,673495.01
