,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow
2024-12-31,,,,,,,,,,,,,,,22899000.0,,,,,134980000.0,,,,
2025-03-31,58809000.0,58809000.0,19494000.0,5912000.0,5912000.0,5912000.0,3542000.0,3542000.0,0.17,0.17,303641000.0,199994000.0,158087000.0,112473000.0,,,18416000.0,145554000.0,87521000.0,,8392000.0,-11636000.0,-9290000.0,8392000.0
2025-06-30,60791000.0,60791000.0,20383000.0,4175000.0,4175000.0,4175000.0,2688000.0,2688000.0,0.13,0.13,292987000.0,185712000.0,152471000.0,107174000.0,,,15241000.0,140516000.0,78538000.0,,-2602000.0,-4621000.0,5023000.0,-2602000.0
2025-09-30,55806000.0,55806000.0,16421000.0,1115000.0,1115000.0,1115000.0,-26000.0,-26000.0,0.0,0.0,292067000.0,183304000.0,151578000.0,109370000.0,,,12576000.0,140489000.0,73934000.0,,-5547000.0,-4344000.0,7104000.0,-5547000.0
2025-12-31,68851000.0,68851000.0,21550000.0,3985000.0,-273000.0,-273000.0,1423000.0,1423000.0,,,284485000.0,172313000.0,141650000.0,95710000.0,47256000.0,24635000.0,17873000.0,142835000.0,76603000.0,142606000.0,11562000.0,-9114000.0,2705000.0,-13974000.0
2026-03-31,54874000.0,54874000.0,15615000.0,-1304000.0,-1304000.0,-1304000.0,-2074000.0,-2074000.0,-0.1,-0.1,303676000.0,188904000.0,162513000.0,112837000.0,,,7126000.0,141163000.0,76067000.0,,-1700000.0,-3269000.0,-6023000.0,-1700000.0
