,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,9973932.0,1633954.0,7347078.0,2919316.0,5743079.0,5630267.0,112812.0,2626854.0,-1285362.0,-38063885.0
2025-06-30,24129170.0,293229.0,11362565.0,6905266.0,,,161410.0,12766605.0,-6612037.0,-43441538.0
2025-12-31,35498931.0,397726.0,15035200.0,5184962.0,7956740.0,7762030.0,194710.0,8179157.0,-4787236.0,-50567772.0
