,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Capital Expenditure
2024-12-31,,,,,,,,,0.07,0.07,,,,,,,,,,,,,,
2025-03-31,216500000.0,216500000.0,19900000.0,-6900000.0,2200000.0,4700000.0,-3200000.0,-3200000.0,-0.03,-0.03,1306000000.0,1168000000.0,546000000.0,501000000.0,27000000.0,702000000.0,760000000.0,667000000.0,132000000.0,100000.0,-5500000.0,-900000.0,-5400000.0,-5500000.0
2025-06-30,184000000.0,184000000.0,26000000.0,-3000000.0,4000000.0,7000000.0,-2000000.0,-2000000.0,-0.01,-0.01,1247000000.0,1105000000.0,493000000.0,445000000.0,29000000.0,688000000.0,754000000.0,660000000.0,130000000.0,-3000000.0,-6000000.0,-1000000.0,-10000000.0,-7000000.0
2025-09-30,182200000.0,182200000.0,36200000.0,3500000.0,-900000.0,2300000.0,600000.0,600000.0,,,1165100000.0,1009300000.0,412500000.0,377300000.0,28200000.0,684000000.0,752600000.0,632000000.0,129900000.0,18100000.0,-22200000.0,300000.0,-4200000.0,-22300000.0
2025-12-31,147000000.0,147000000.0,24000000.0,-3000000.0,0.0,3000000.0,-3000000.0,-3000000.0,-0.02,-0.02,1132000000.0,973000000.0,384000000.0,347000000.0,29000000.0,677000000.0,748000000.0,626000000.0,127000000.0,1000000.0,-6000000.0,-1000000.0,-5000000.0,-6000000.0
2026-03-31,50400000.0,50400000.0,-36700000.0,-65000000.0,-61300000.0,-57800000.0,-63700000.0,-63700000.0,-0.5,-0.5,1135300000.0,974400000.0,447900000.0,413700000.0,28300000.0,683700000.0,687400000.0,560700000.0,63500000.0,13500000.0,-5000000.0,-2400000.0,8500000.0,-5000000.0
