,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2026-06-30,82307946.06,53648927.28,17686430.08,2372641.0,0.0,33319428.58,64621515.98,51276286.28,13503617.52
