,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,230800000.0,114600000.0,185800000.0,123200000.0,76700000.0,18500000.0,25600000.0,45000000.0,-8600000.0,33400000.0
2025-06-30,220400000.0,116200000.0,177700000.0,115600000.0,48200000.0,,26300000.0,42700000.0,600000.0,32800000.0
2025-12-31,226500000.0,119600000.0,183600000.0,136800000.0,54300000.0,,35600000.0,42900000.0,-17200000.0,32400000.0
