,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Capital Expenditure,Repayment Of Debt,Issuance Of Debt
2024-12-31,,,,,,,,,0.42,0.42,,,,,,,,,,,,,,,,
2025-03-31,5909000000.0,5909000000.0,2323000000.0,844000000.0,834000000.0,1146000000.0,530000000.0,530000000.0,,,46906000000.0,14590000000.0,28191000000.0,13269000000.0,,2404000000.0,18668000000.0,1321000000.0,2133000000.0,393000000.0,-191000000.0,-549000000.0,198000000.0,-195000000.0,-53000000.0,
2025-06-30,5662000000.0,5662000000.0,2181000000.0,732000000.0,840000000.0,1210000000.0,552000000.0,552000000.0,0.49,0.49,44600000000.0,14134000000.0,26880000000.0,12639000000.0,735000000.0,2374000000.0,17677000000.0,1495000000.0,2701000000.0,1035000000.0,-191000000.0,-800000000.0,844000000.0,-191000000.0,-48000000.0,13000000.0
2025-09-30,,,,,,,,,,,,,,,756000000.0,,,,,,,,,,,
2025-12-31,5402000000.0,5402000000.0,2075000000.0,677000000.0,699000000.0,997000000.0,449000000.0,449000000.0,0.4,0.4,44266000000.0,14194000000.0,25786000000.0,13652000000.0,764000000.0,2143000000.0,18429000000.0,542000000.0,3684000000.0,492000000.0,-201000000.0,-327000000.0,331000000.0,-161000000.0,-52000000.0,
2026-03-31,5680000000.0,5680000000.0,2141000000.0,725000000.0,744000000.0,1003000000.0,506000000.0,506000000.0,,,44814000000.0,14179000000.0,26552000000.0,12885000000.0,821000000.0,1908000000.0,18213000000.0,1294000000.0,3049000000.0,572000000.0,-186000000.0,-640000000.0,389000000.0,-183000000.0,-52000000.0,
2026-06-30,5764000000.0,5764000000.0,2450000000.0,946000000.0,980000000.0,1285000000.0,669000000.0,669000000.0,0.6,0.6,45745000000.0,14957000000.0,26583000000.0,12874000000.0,746000000.0,2360000000.0,19102000000.0,2083000000.0,3751000000.0,1233000000.0,-198000000.0,-605000000.0,1023000000.0,-210000000.0,-43000000.0,0.0
