,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Capital Expenditure,Repayment Of Debt
2024-12-31,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2025-03-31,,,,,,,,,0.04,0.04,,,,,,,,,,,,,,,
2025-06-30,2835100000.0,2835100000.0,1157400000.0,145200000.0,163900000.0,248300000.0,96600000.0,96600000.0,0.37,0.37,8128600000.0,5624400000.0,5337400000.0,4064300000.0,1684900000.0,2183000000.0,2791200000.0,1560100000.0,1168500000.0,283800000.0,-25500000.0,-35100000.0,224100000.0,-59700000.0,0.0
2025-09-30,3020600000.0,3020600000.0,1195200000.0,49100000.0,55500000.0,163300000.0,14800000.0,14800000.0,0.06,0.06,8999100000.0,5290400000.0,6131400000.0,4716600000.0,1440100000.0,1319300000.0,2832800000.0,573800000.0,2600000.0,103700000.0,-524300000.0,-444800000.0,50000000.0,-53700000.0,-400000000.0
2025-12-31,4071100000.0,4071100000.0,1625100000.0,171500000.0,175800000.0,301400000.0,93700000.0,93700000.0,,,9257700000.0,5487400000.0,6431900000.0,4959300000.0,1441600000.0,1877400000.0,2825800000.0,528100000.0,1277100000.0,881800000.0,-78400000.0,-245800000.0,806300000.0,-75500000.0,0.0
2026-03-31,2996100000.0,2996100000.0,1171600000.0,-79700000.0,-84500000.0,35900000.0,-87600000.0,-87600000.0,-0.34,-0.34,8711500000.0,4997900000.0,6013700000.0,4585300000.0,1407600000.0,1259700000.0,2697800000.0,412600000.0,1189600000.0,-438200000.0,-74700000.0,-107700000.0,-507900000.0,-69700000.0,
2026-06-30,3424400000.0,3424400000.0,1398800000.0,111000000.0,116400000.0,234500000.0,73800000.0,73800000.0,0.3,0.29,8799300000.0,5148600000.0,6233500000.0,4870100000.0,1369600000.0,1397800000.0,2565800000.0,278500000.0,1263100000.0,473300000.0,-55400000.0,-279500000.0,418600000.0,-54700000.0,
