,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,771715000.0,95025000.0,309872000.0,33893000.0,10593000.0,41834000.0,461843000.0,61132000.0,-51843000.0
2025-06-30,,,,40926000.0,10206000.0,27279000.0,,,
2025-12-31,739527000.0,125032000.0,340391000.0,53560000.0,9560000.0,68845000.0,399136000.0,71472000.0,-116539000.0
