,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Capital Expenditure,Repayment Of Debt,Issuance Of Debt
2024-12-31,139252810.8,139252810.8,25846634.75,9226389.84,9481465.08,17850978.3,4326789.36,4326789.36,0.52,0.52,546135084.82,176555444.58,389908506.79,156238061.15,,,35029452.83,156226578.03,20317383.43,105720889.87,-390330.86,-10558220.62,9392030.39,-2750654.71,-2360323.85,-395214.56,16618562.63
2025-03-31,140516795.45,140516795.45,29451549.02,13379970.37,13597101.82,24025632.39,6848479.82,6848479.82,,,558639560.26,188960060.64,399959081.31,159849302.54,,,34943983.42,158680478.95,29110758.1,104274666.68,11697976.46,-8641746.13,-3141699.74,3877862.91,-7820113.55,-245259.28,12021928.59
2025-06-30,136301355.94,136301355.94,26933541.71,10860654.64,11436273.96,20148486.78,5368480.8,5368480.8,,,569872958.98,200491577.1,405416513.87,215270957.07,,,28495567.04,164456445.11,-14779379.97,109646933.51,2451889.23,-9920892.25,1020586.64,-2504956.41,-4956845.64,-355386.17,7212099.93
2025-09-30,150010021.77,150010021.77,71864384.73,12653935.91,15114333.77,24501592.35,5403627.89,5403627.89,,,537327784.07,171997948.78,366880264.71,177729265.96,196122703.76,140346664.09,10295716.74,170447519.36,-5731317.18,115046775.37,27818984.63,-10118719.69,-35900115.24,19447511.4,-8371473.23,-4221.33,-29660037.75
2026-03-31,,,,,,,,,,,529439954.57,173567509.9,346279183.74,197386909.92,,,26607994.83,183160770.83,-23819400.02,122952096.9,,,,,,,
