,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Capital Expenditure
2024-12-31,83414000.0,83414000.0,56104000.0,2086000.0,4377000.0,8485000.0,3186000.0,3186000.0,,,273862000.0,160145000.0,178461000.0,113161000.0,54329000.0,4237000.0,26483000.0,95401000.0,46984000.0,38690000.0,14506000.0,-5053000.0,-7776000.0,9319000.0,-5187000.0
2025-03-31,67902000.0,67902000.0,8842000.0,2145000.0,2264000.0,5920000.0,271000.0,271000.0,0.02,0.02,262879000.0,152631000.0,166809000.0,104369000.0,39068000.0,,32498000.0,96070000.0,48262000.0,38961000.0,10637000.0,8222000.0,-15794000.0,10138000.0,-499000.0
2025-06-30,64994000.0,64994000.0,9124000.0,-40000.0,93000.0,3722000.0,-1699000.0,-1699000.0,-0.11,-0.11,254690000.0,145562000.0,161662000.0,101846000.0,44942000.0,,31186000.0,93028000.0,43716000.0,37262000.0,-3085000.0,-2125000.0,5108000.0,-5525000.0,-2440000.0
