,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Capital Expenditure,Issuance Of Debt
2024-12-31,1484436000.0,1484436000.0,260761000.0,-7172000.0,-18611000.0,16512000.0,-91834000.0,-91834000.0,,,3537881000.0,2256006000.0,1817166000.0,983341000.0,896020000.0,626320000.0,120793000.0,1713743000.0,1272665000.0,534183000.0,204758000.0,-60031000.0,-103623000.0,162466000.0,-42292000.0,
2025-03-31,1666295000.0,1666295000.0,316571000.0,-12107000.0,-9056000.0,21290000.0,-28252000.0,-28252000.0,-0.28,-0.28,3493929000.0,2325431000.0,1902161000.0,968167000.0,166598000.0,,89987000.0,1584528000.0,1357264000.0,505931000.0,-117652000.0,-23085000.0,113118000.0,-139868000.0,-22216000.0,288294000.0
2025-06-30,1642795000.0,1642795000.0,319752000.0,32638000.0,30811000.0,60810000.0,1690000.0,1690000.0,0.02,0.02,3458823000.0,2325978000.0,1945269000.0,982758000.0,925000000.0,655422000.0,123578000.0,1506112000.0,1343220000.0,487671000.0,75063000.0,-30653000.0,-2826000.0,43601000.0,-31462000.0,
2025-12-31,1461625000.0,1461625000.0,273045000.0,9368000.0,5691000.0,36339000.0,-13986000.0,-13986000.0,,,3279304000.0,2016459000.0,1697073000.0,911645000.0,763921000.0,530838000.0,60205000.0,1575933000.0,1104814000.0,460185000.0,270168000.0,71705000.0,-334842000.0,235311000.0,-34857000.0,
2026-03-31,1568142000.0,1568142000.0,298091000.0,10000000.0,11478000.0,42264000.0,-4384000.0,-4384000.0,-0.04,-0.04,3706283000.0,2308111000.0,2058525000.0,970375000.0,177106000.0,,53306000.0,1640971000.0,1337736000.0,455238000.0,-269731000.0,-35905000.0,297967000.0,-297712000.0,-27981000.0,311080000.0
