,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,161387000.0,70037000.0,30697000.0,3499000.0,3511000.0,33218000.0,130203000.0,66538000.0,42932000.0
2025-06-30,157606000.0,68669000.0,25063000.0,5899000.0,4500000.0,23235000.0,131809000.0,62770000.0,44808000.0
2025-12-31,166221000.0,75303000.0,21915000.0,3660000.0,4000000.0,35361000.0,143725000.0,71643000.0,56685000.0
