,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,19416536.72,1192559.31,2694092.68,663734.99,10575.0,,820912.32,16722444.04,528824.32,-7850500.64
2025-12-31,17376615.88,2615479.92,3960822.98,861364.79,2495347.5,533921.52,1961425.98,13415792.9,1754115.13,-11294151.78
