,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Capital Expenditure,Repayment Of Debt,Issuance Of Debt
2024-12-31,5630000000.0,5630000000.0,1415000000.0,469000000.0,622000000.0,948000000.0,240000000.0,240000000.0,,,43550000000.0,11446000000.0,23260000000.0,9009000000.0,13577000000.0,10031000000.0,2046000000.0,19542000000.0,2437000000.0,958000000.0,-343000000.0,154000000.0,582000000.0,-376000000.0,-87000000.0,287000000.0
2025-03-31,5706000000.0,5706000000.0,1414000000.0,689000000.0,689000000.0,953000000.0,229000000.0,229000000.0,0.41,0.41,43207000000.0,11908000000.0,23137000000.0,8331000000.0,13630000000.0,9764000000.0,2387000000.0,19407000000.0,3577000000.0,56000000.0,59000000.0,26000000.0,-147000000.0,-203000000.0,-573000000.0,727000000.0
2025-06-30,5581000000.0,5581000000.0,1458000000.0,560000000.0,560000000.0,826000000.0,330000000.0,330000000.0,0.58,0.58,41320000000.0,10883000000.0,22378000000.0,8298000000.0,12852000000.0,10172000000.0,1226000000.0,18282000000.0,2585000000.0,418000000.0,-167000000.0,-1397000000.0,231000000.0,-187000000.0,-782000000.0,-617000000.0
2025-12-31,6156000000.0,6156000000.0,1524000000.0,468400000.0,920000000.0,1234000000.0,361000000.0,361000000.0,,,41395000000.0,11027000000.0,21628000000.0,8383000000.0,11933000000.0,9215000000.0,1307000000.0,19104000000.0,2644000000.0,1344000000.0,-433000000.0,-1709000000.0,619000000.0,-725000000.0,-2071000000.0,415000000.0
2026-03-31,5818000000.0,5818000000.0,1534000000.0,601000000.0,601000000.0,874000000.0,435000000.0,435000000.0,0.77,0.77,42370000000.0,12068000000.0,21905000000.0,9537000000.0,11905000000.0,8445000000.0,2059000000.0,19783000000.0,2531000000.0,389000000.0,29000000.0,45000000.0,193000000.0,-196000000.0,-34000000.0,132000000.0
