,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,178121000.0,66347000.0,89413000.0,37695000.0,62273000.0,36014000.0,11759000.0,87813000.0,28652000.0,40632000.0
2025-06-30,180249000.0,66341000.0,94679000.0,47520000.0,65352000.0,44295000.0,6184000.0,84778000.0,18821000.0,40580000.0
