,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,8468000.0,5861000.0,5046000.0,2442000.0,375000.0,,933000.0,3422000.0,3419000.0,-1403000.0
2025-06-30,7556000.0,5124000.0,5896000.0,2662000.0,1168000.0,1021000.0,147000.0,1660000.0,2462000.0,-3165000.0
2025-12-31,8648000.0,5674000.0,3798000.0,1446000.0,87000.0,,982000.0,4850000.0,4228000.0,25000.0
