,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2025-06-30,45836105.0,45836105.0,35265569.0,15241757.0,15961671.0,15961671.0,10406224.0,10406224.0,0.65,0.65,126577393.0,104907608.0,58767608.0,46165796.0,7448326.0,71102566.0,67918798.0,58741812.0,51264729.0
