,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,32700000.0,4870000.0,4601000.0,2533000.0,2054000.0,816000.0,28099000.0,2337000.0,-58340000.0
2025-06-30,31353000.0,4651000.0,3626000.0,2073000.0,734000.0,1870000.0,27727000.0,2578000.0,-58708000.0
2025-12-31,30675000.0,4513000.0,3266000.0,2001000.0,1153000.0,1770000.0,27409000.0,2512000.0,-59028000.0
