,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,4230000.0,1546000.0,1300000.0,1006004.88,226000.0,719000.0,2930000.0,539995.12,-4816000.0
2025-06-30,,853722.38,,,,,,344996.87,
2025-12-31,3545111.62,1003345.74,621092.77,565308.3,90896.27,375562.05,2924018.85,438037.44,-4821383.17
