,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,8145283.31,3052201.95,158486.93,35504.36,0.0,1586933.47,7986796.38,3016697.59,-7670895.29
2025-12-31,6411427.53,2005863.09,189779.33,36426.73,24.37,583257.29,6221648.2,1969436.36,-9436043.47
