,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,26308000.0,25383000.0,323000.0,15000.0,0.0,8329000.0,25985000.0,25368000.0,17146000.0
2025-06-30,10480000.0,989000.0,276000.0,8000.0,,338000.0,10204000.0,981000.0,1365000.0
2025-12-31,7103000.0,952000.0,452000.0,244000.0,48000.0,53000.0,6651000.0,708000.0,-2187000.0
