,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Capital Expenditure
2024-12-31,550000000.0,550000000.0,83000000.0,22000000.0,40000000.0,58000000.0,23000000.0,23000000.0,0.36207,0.36207,,,,,,,,,,914000000.0,-97000000.0,145000000.0,901000000.0,-13000000.0
2025-03-31,510000000.0,510000000.0,81000000.0,23000000.0,46000000.0,64000000.0,21000000.0,21000000.0,0.330586,0.330586,,,,,,,,,,-126000000.0,121000000.0,-2000000.0,-146000000.0,-20000000.0
2025-06-30,527228000.0,527228000.0,109328000.0,42559000.0,53800000.0,71891000.0,28157000.0,28157000.0,,,,,,,,,,,,-69170000.0,-41098000.0,49514000.0,-124066000.0,-54896000.0
2025-12-31,545000000.0,545000000.0,95000000.0,24000000.0,37000000.0,57000000.0,2000000.0,2000000.0,0.04,0.04,5396000000.0,3386000000.0,4310000000.0,3681000000.0,32000000.0,1722000000.0,1072000000.0,-295000000.0,,58000000.0,-24000000.0,-303000000.0,33000000.0,-25000000.0
2026-03-31,624000000.0,624000000.0,113000000.0,34000000.0,41000000.0,64000000.0,22000000.0,22000000.0,0.35,0.35,5142000000.0,3080000000.0,4137000000.0,3495000000.0,32000000.0,1350000000.0,1007000000.0,-415000000.0,-227000000.0,-79000000.0,-27000000.0,1000000.0,-105000000.0,-26000000.0
