,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,588653419.14,145872733.96,248432848.0,36624423.66,170486000.0,136185674.2,34300325.8,340220571.14,109248310.3,214177775.27
2025-06-30,610611291.24,165796305.31,258953182.3,28199624.34,,,,,,221992683.39
2025-12-31,589010881.47,156996449.56,228457026.69,185695893.46,141046000.0,97474444.36,43571555.64,360553854.78,-28699443.9,229210264.22
