,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow
2024-12-31,8619700.0,8619700.0,3079700.0,-1330300.0,809600.0,5104000.0,-935000.0,-935000.0,,,376172000.0,44526000.0,216445000.0,27335000.0,193565000.0,151952000.0,15215000.0,159721000.0,17191000.0,-608000.0,2155000.0,-13948000.0,266000.0,-32004000.0
2025-03-31,9216200.0,9216200.0,7869800.0,1294200.0,1327400.0,5664400.0,-288800.0,-288800.0,-0.003832,-0.003832,389975000.0,25246000.0,230519000.0,30860000.0,32735000.0,,4420000.0,159487000.0,-5614000.0,-857000.0,8065000.0,-15735000.0,-3386000.0,8065000.0
2025-06-30,8978800.0,8978800.0,7662200.0,3574500.0,3678500.0,8085200.0,1288500.0,1288500.0,,,423605000.0,46626000.0,262854000.0,28996000.0,32816000.0,,22678000.0,160839000.0,17630000.0,493000.0,2704000.0,-18208000.0,32824000.0,2704000.0
2025-09-30,9172700.0,9172700.0,,630200.0,730500.0,5570400.0,-1496900.0,-1496900.0,,,415317000.0,35689000.0,260587000.0,27886000.0,34302000.0,,14221000.0,154871000.0,7803000.0,-5472000.0,7215000.0,-5099000.0,-10053000.0,7215000.0
2025-12-31,10345300.0,10345300.0,,882100.0,-9516400.0,-4691000.0,-9790800.0,-9790800.0,,,408526000.0,30190000.0,263814000.0,31461000.0,238753000.0,192787000.0,12029000.0,144884000.0,-1271000.0,-15417000.0,8359000.0,-6760000.0,-2708000.0,-38081000.0
