,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,36204154.93,9143656.21,23594368.69,1214385.75,12334643.34,9365133.71,2969509.63,11590592.25,7929270.46,1047361.5
2025-06-30,,,,,,,,,,
2025-12-31,37743046.75,10713557.41,22377687.62,2589697.69,11605306.13,8030855.39,3574450.74,14103199.18,8123859.72,3559968.43
