,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Capital Expenditure,Repayment Of Debt,Issuance Of Debt
2024-12-31,,,,,,,,,1.385945,1.385945,,,,,,,,,400600000.0,,,,,,,
2025-03-31,1267400000.0,1267400000.0,141600000.0,51500000.0,51500000.0,53200000.0,31600000.0,31600000.0,0.84,0.84,3496000000.0,2102500000.0,2152400000.0,1542600000.0,369900000.0,532700000.0,1330800000.0,559900000.0,,125400000.0,-23600000.0,-31700000.0,108600000.0,-16800000.0,-15900000.0,0.0
2025-06-30,1352900000.0,1352900000.0,155100000.0,74000000.0,84700000.0,84700000.0,47600000.0,47600000.0,,,3460800000.0,2064200000.0,2202400000.0,1712700000.0,369000000.0,430200000.0,1249600000.0,351500000.0,395900000.0,61300000.0,-26900000.0,-135100000.0,49600000.0,-11700000.0,-17300000.0,0.0
2025-09-30,1384100000.0,1384100000.0,156200000.0,77700000.0,77700000.0,77700000.0,54600000.0,54600000.0,1.47,1.47,3459200000.0,2076500000.0,2150700000.0,1668800000.0,365900000.0,468600000.0,1298200000.0,407700000.0,,80400000.0,-9800000.0,-34100000.0,68100000.0,-12300000.0,-16800000.0,0.0
2025-12-31,1422600000.0,1422600000.0,162700000.0,78400000.0,78400000.0,78400000.0,42200000.0,42200000.0,1.14,1.14,3490700000.0,2084600000.0,2146000000.0,1664900000.0,373500000.0,519200000.0,1331700000.0,419700000.0,502800000.0,186600000.0,-57700000.0,-35400000.0,132000000.0,-54600000.0,-17300000.0,0.0
2026-03-31,1312400000.0,1312400000.0,142000000.0,56600000.0,56600000.0,58900000.0,36700000.0,36700000.0,0.99,0.99,3629200000.0,2214200000.0,2225700000.0,1745400000.0,374100000.0,502000000.0,1389100000.0,468800000.0,,36100000.0,-15000000.0,-36700000.0,19300000.0,-16800000.0,-17400000.0,0.0
