,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,20529000.0,16011000.0,2474000.0,2475000.0,672000.0,,4151000.0,18055000.0,13536000.0,2497000.0
2025-06-30,19942000.0,13343000.0,3313000.0,3312000.0,1949000.0,149000.0,1800000.0,16629000.0,10031000.0,1103000.0
2025-12-31,20402000.0,13567000.0,3262000.0,3255000.0,,,1667000.0,17140000.0,10312000.0,1599000.0
