,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Capital Expenditure
2024-12-31,,,,,,,,,,,,,,,11531000.0,,,,,,,,,
2025-03-31,31646000.0,31646000.0,16816000.0,899000.0,1526000.0,2608000.0,828000.0,828000.0,0.3,0.3,107325000.0,71301000.0,39306000.0,21842000.0,,12554000.0,68019000.0,49459000.0,44251000.0,-727000.0,-1226000.0,-1179000.0,-1956000.0,-1229000.0
2025-06-30,24484000.0,24484000.0,13091000.0,-406000.0,-134000.0,950000.0,-237000.0,-237000.0,-0.09,-0.09,105977000.0,70213000.0,38647000.0,21956000.0,,16503000.0,67330000.0,48257000.0,43923000.0,5332000.0,-455000.0,-908000.0,4792000.0,-540000.0
2025-09-30,24689000.0,24689000.0,12960000.0,-839000.0,-575000.0,515000.0,-870000.0,-870000.0,-0.32,-0.32,103126000.0,67480000.0,36899000.0,21033000.0,,15524000.0,66227000.0,46447000.0,43102000.0,957000.0,-1229000.0,-466000.0,-278000.0,-1235000.0
2025-12-31,24290000.0,24290000.0,13271538.61,-823724.81,124480.19,1255601.62,445882.03,445882.03,,,98652969.54,62239983.31,31223751.68,16347989.9,,12249448.74,67429217.86,45891993.41,43878820.75,-1281000.0,-834000.0,-1402000.0,-2222000.0,-941000.0
2026-03-31,29404000.0,29404000.0,16483000.0,1056000.0,1403000.0,2512000.0,665000.0,665000.0,0.24,0.24,103733000.0,67391000.0,35517000.0,20911000.0,,10969000.0,68216000.0,46480000.0,44619000.0,981000.0,-1072000.0,-1189000.0,-136000.0,-1117000.0
