,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,35629325.23,16836849.86,15742129.2,1772085.95,14390700.0,11567286.74,2823413.26,9686139.97,15064763.91,-3843533.65
2025-06-30,31886458.15,5334918.25,28483.3,28483.3,,,,,5306434.95,
