,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Capital Expenditure,Issuance Of Debt
2024-12-31,413200000.0,413200000.0,161800000.0,14600000.0,30200000.0,51900000.0,900000.0,900000.0,,,1747900000.0,698200000.0,1383200000.0,597300000.0,530900000.0,370200000.0,82300000.0,364500000.0,100900000.0,203000000.0,82100000.0,-19800000.0,-39900000.0,54800000.0,-27300000.0,20600000.0
2025-03-31,369100000.0,369100000.0,140300000.0,17400000.0,13700000.0,32200000.0,6600000.0,6600000.0,0.22,0.22,1755200000.0,710000000.0,1385600000.0,600300000.0,218100000.0,63900000.0,74800000.0,369300000.0,109700000.0,209600000.0,-10300000.0,-6000000.0,8800000.0,-16800000.0,-6500000.0,16600000.0
2025-06-30,356700000.0,356700000.0,136200000.0,21100000.0,14600000.0,32900000.0,7200000.0,7200000.0,0.270154,0.270154,1722400000.0,684500000.0,1378800000.0,593700000.0,83500000.0,98500000.0,60700000.0,343400000.0,90800000.0,193500000.0,2500000.0,-8400000.0,-8200000.0,-6100000.0,-8600000.0,-16600000.0
2025-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-31,371800000.0,371800000.0,137200000.0,12500000.0,42700000.0,69900000.0,6200000.0,6200000.0,,,1624900000.0,619600000.0,1262200000.0,551200000.0,454100000.0,271200000.0,100700000.0,362400000.0,68400000.0,197800000.0,107900000.0,54700000.0,-124400000.0,89200000.0,-18700000.0,-26500000.0
2026-03-31,318700000.0,318700000.0,124000000.0,13100000.0,8000000.0,26700000.0,3200000.0,3200000.0,0.1,0.1,1608500000.0,613600000.0,1240400000.0,535300000.0,461700000.0,282100000.0,100400000.0,367800000.0,78300000.0,201000000.0,3100000.0,-4400000.0,1000000.0,-3200000.0,-6300000.0,10300000.0
