,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,80420857.64,43704615.48,36763001.99,27358143.14,19872000.0,14777696.04,5094303.96,42287943.03,16346472.34,-15327031.83
2025-06-30,73485649.49,39204504.72,32684423.08,24147637.6,16276000.0,12353481.87,3922518.13,39635200.62,15056867.12,-17531953.53
