,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Capital Expenditure,Repayment Of Debt,Issuance Of Debt
2024-12-31,906800000.0,906800000.0,394600000.0,140000000.0,29500000.0,148500000.0,44400000.0,44400000.0,,,10103000000.0,2113700000.0,6205200000.0,1444600000.0,4559800000.0,3565200000.0,813400000.0,2764800000.0,669100000.0,363300000.0,-93400000.0,-45800000.0,272600000.0,-90700000.0,-23200000.0,0.0
2025-03-31,883000000.0,883000000.0,431000000.0,137500000.0,192300000.0,295800000.0,48500000.0,48500000.0,0.7,0.7,10112300000.0,2159500000.0,6274600000.0,1481400000.0,4629700000.0,3573500000.0,839500000.0,2709600000.0,678100000.0,139200000.0,-78000000.0,-34100000.0,63100000.0,-76100000.0,-20900000.0,0.0
2025-06-30,884300000.0,884300000.0,416200000.0,131900000.0,132000000.0,234500000.0,32500000.0,32500000.0,0.47,0.47,10027200000.0,2167000000.0,6232900000.0,1554100000.0,4655400000.0,3628200000.0,819000000.0,2658300000.0,612900000.0,150200000.0,-89500000.0,-77900000.0,64800000.0,-85400000.0,-3500000.0,0.0
2025-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-31,927600000.0,927600000.0,396200000.0,170200000.0,66600000.0,177100000.0,93200000.0,93200000.0,,,9717200000.0,1766200000.0,5849900000.0,1967400000.0,4282500000.0,3533900000.0,541400000.0,2706800000.0,-201200000.0,326000000.0,-135300000.0,-38600000.0,189100000.0,-136900000.0,-33200000.0,8700000.0
2026-03-31,899100000.0,899100000.0,414500000.0,153800000.0,174000000.0,280600000.0,56200000.0,56200000.0,0.81,0.81,9872100000.0,1923400000.0,5981400000.0,2113200000.0,4300900000.0,3522700000.0,573800000.0,2726600000.0,-189800000.0,188900000.0,-76100000.0,-80600000.0,111200000.0,-77700000.0,-15800000.0,2000000.0
