,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,38562288.0,18231399.0,18718576.0,6249219.0,10478002.0,,10882280.0,18329824.0,11982180.0,9009521.0
2025-06-30,43724087.0,20698892.0,20159965.0,6374387.0,12294223.0,1189500.0,11104723.0,22050234.0,14324505.0,12067849.0
2025-12-31,45174690.0,19694929.0,18349372.0,7071311.0,10732520.0,417941.0,10314579.0,25311430.0,12623618.0,14704497.0
