,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,35248000000.0,11036000000.0,13426000000.0,9090000000.0,3576000000.0,687000000.0,2889000000.0,21732000000.0,1946000000.0,22619000000.0
2025-06-30,32791000000.0,10338000000.0,12670000000.0,8540000000.0,3711000000.0,840000000.0,2871000000.0,20037000000.0,1798000000.0,22788000000.0
2025-12-31,32533000000.0,10070000000.0,11953000000.0,8418000000.0,3708000000.0,334000000.0,2708000000.0,20494000000.0,1652000000.0,23822000000.0
