,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,19621000.0,1552000.0,16617000.0,2896000.0,9147000.0,8890000.0,257000.0,3004000.0,-1344000.0,-20510000.0
2025-06-30,25694000.0,8157000.0,14708000.0,1139000.0,9238000.0,4210000.0,5028000.0,10986000.0,7018000.0,-31168000.0
2025-12-31,51582000.0,27855000.0,16429000.0,4087000.0,9342000.0,,21456000.0,35153000.0,23768000.0,-42279000.0
