,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Capital Expenditure,Repayment Of Debt
2024-12-31,,,,,,,,,,,19881000000.0,9943000000.0,10960000000.0,8541000000.0,2657000000.0,1021000000.0,1263000000.0,8717000000.0,1402000000.0,1888000000.0,,,,,,-2480000000.0
2025-03-31,4805000000.0,4805000000.0,853000000.0,-348000000.0,-96000000.0,178000000.0,-217000000.0,-217000000.0,-2.168894,-2.168894,,,,,,,,,,,101000000.0,204000000.0,-501000000.0,-41000000.0,-142000000.0,
2025-06-30,4740000000.0,4740000000.0,888000000.0,-105000000.0,107000000.0,355000000.0,19000000.0,19000000.0,,,17919000000.0,8542000000.0,9559000000.0,7330000000.0,1719000000.0,,1685000000.0,8192000000.0,1212000000.0,1692000000.0,9000000.0,1318000000.0,-750000000.0,-152000000.0,-161000000.0,
2025-09-30,4509000000.0,4509000000.0,923000000.0,-182000000.0,24000000.0,269000000.0,-19000000.0,-19000000.0,-0.19,-0.19,17647000000.0,8243000000.0,8065000000.0,6012000000.0,336000000.0,,1450000000.0,9408000000.0,2231000000.0,499000000.0,138000000.0,-112000000.0,-246000000.0,7000000.0,-131000000.0,-225000000.0
2025-12-31,4496000000.0,4496000000.0,765000000.0,-350000000.0,51000000.0,425000000.0,-404000000.0,-404000000.0,,,17155000000.0,8065000000.0,7911000000.0,5952000000.0,332000000.0,,1610000000.0,9079000000.0,2113000000.0,90000000.0,538000000.0,-239000000.0,-20000000.0,298000000.0,-240000000.0,7000000.0
2026-03-31,4404000000.0,4404000000.0,842000000.0,-251000000.0,-115000000.0,123000000.0,-157000000.0,-157000000.0,-1.57,-1.57,17258000000.0,8291000000.0,8013000000.0,6156000000.0,318000000.0,,1736000000.0,9081000000.0,2135000000.0,-198000000.0,81000000.0,-76000000.0,2000000.0,-6000000.0,-87000000.0,
