,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,98136000.0,63695000.0,27031000.0,17016000.0,3641000.0,11922000.0,71198000.0,46679000.0,8461000.0
2025-06-30,93997000.0,64087000.0,20663000.0,13321000.0,3071000.0,19993000.0,73334000.0,50766000.0,9837000.0
2025-12-31,74040000.0,49043000.0,13171000.0,11497000.0,1854000.0,30796000.0,60962000.0,37546000.0,-2949000.0
2026-06-30,70824000.0,46214000.0,20963000.0,19737000.0,,24761000.0,49954000.0,26477000.0,-2085000.0
