,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Capital Expenditure,Repayment Of Debt,Issuance Of Debt
2025-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-31,1909200000.0,1909200000.0,672800000.0,165200000.0,162700000.0,217800000.0,105800000.0,105800000.0,6.62,6.62,4706400000.0,1847300000.0,2563900000.0,1166300000.0,1601200000.0,226700000.0,426300000.0,2059800000.0,681000000.0,192000000.0,-44600000.0,-38300000.0,144300000.0,-47700000.0,-9500000.0,0.0
2025-08-31,1689900000.0,1689900000.0,584500000.0,110600000.0,109200000.0,164600000.0,65700000.0,65700000.0,4.12,4.12,4625600000.0,1762800000.0,2456200000.0,1090000000.0,1577600000.0,272300000.0,380900000.0,2085200000.0,672800000.0,79600000.0,-57700000.0,-71400000.0,20600000.0,-59000000.0,-4400000.0,0.0
2025-11-30,1538700000.0,1538700000.0,526700000.0,25900000.0,28500000.0,84000000.0,10200000.0,10200000.0,0.64,0.64,4646200000.0,1769600000.0,2459600000.0,1214300000.0,1616000000.0,319700000.0,391100000.0,2102300000.0,555300000.0,34000000.0,-59000000.0,34900000.0,-26100000.0,-60100000.0,-87500000.0,150000000.0
2026-02-28,1296089000.0,1296089000.0,465119000.0,-24990000.0,-40545000.0,52152000.0,-43399000.0,-43399000.0,,,4826420000.0,1809474000.0,2679257000.0,1332534000.0,1652876000.0,329610000.0,305402000.0,2064960000.0,476940000.0,69091000.0,-51101000.0,-104100000.0,15485000.0,-53606000.0,-78471000.0,0.0
2026-05-31,2002400000.0,2002400000.0,699900000.0,162800000.0,158300000.0,216500000.0,99800000.0,99800000.0,6.24,6.24,5322800000.0,2298800000.0,3072500000.0,1360400000.0,2039200000.0,220900000.0,814800000.0,2163600000.0,938400000.0,198000000.0,-55900000.0,360900000.0,153000000.0,-45000000.0,-4700000.0,395000000.0
