,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,870197108.95,865430989.45,810135938.99,78343270.9,66916361.69,135147804.81,59504149.06,787087718.55,39927715.83
2025-06-30,1237883158.7,1231640760.71,1150884391.73,6450489.73,291355771.88,295173542.05,86043617.95,1225190270.98,66467184.72
2025-12-31,1183647991.81,1177511613.81,1091268578.04,97771662.8,87476941.58,237158585.33,91419847.82,1079739951.01,71843414.59
