,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,37301700000.0,9201200000.0,,7258700000.0,8195900000.0,3932000000.0,3120300000.0,18795600000.0,1942500000.0,12774500000.0
2025-06-30,34664400000.0,,16488900000.0,6926200000.0,6793600000.0,5468000000.0,1325600000.0,17218100000.0,,12525400000.0
2025-12-31,36139000000.0,8602400000.0,,6960700000.0,8111900000.0,4382600000.0,2536500000.0,18164600000.0,1641700000.0,13832600000.0
