,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings
2024-12-31,116990300.0,64812700.0,37792600.0,25105200.0,13921100.0,,13980000.0,78686500.0,39707500.0,953000.0
2025-06-30,114485900.0,62495000.0,39380300.0,26889400.0,15100.0,,4427600.0,74630800.0,35605600.0,-2870000.0
2025-12-31,129002300.0,74630300.0,51900600.0,41280200.0,28718300.0,10433800.0,11812700.0,77074900.0,33350100.0,-455300.0
