,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Capital Expenditure
2024-12-31,,,,,,,,,,,,,,,226793000.0,,,,,,,,,
2025-03-31,1461036000.0,1461036000.0,269016000.0,57157000.0,62189000.0,100744000.0,38870000.0,38870000.0,0.31,0.31,4116640000.0,2533006000.0,2164027000.0,1470284000.0,,555207000.0,1949429000.0,1062722000.0,1754499000.0,-21007000.0,-7556000.0,-58166000.0,-49781000.0,-28774000.0
2025-06-30,1487178000.0,1487178000.0,273803000.0,68365000.0,73086000.0,111395000.0,47661000.0,47661000.0,0.38,0.38,4039793000.0,2434473000.0,2129448000.0,1430089000.0,,522267000.0,1907470000.0,1004384000.0,1712540000.0,45216000.0,39592000.0,-115969000.0,16466000.0,-28750000.0
2025-09-30,1588185000.0,1588185000.0,292128000.0,83477000.0,87207000.0,127371000.0,57518000.0,57518000.0,0.45,0.45,4098761000.0,2417834000.0,2134511000.0,1439369000.0,,439000000.0,1961747000.0,978465000.0,1766817000.0,124908000.0,-181721000.0,-26022000.0,91370000.0,-33538000.0
2025-12-31,1869475000.0,1869475000.0,356564000.0,125663000.0,129091000.0,171331000.0,85162000.0,85162000.0,,,4574655000.0,2689647000.0,2522400000.0,1730537000.0,250263000.0,378771000.0,2049518000.0,959110000.0,1853528000.0,140663000.0,-101412000.0,-100840000.0,110708000.0,-29955000.0
2026-03-31,1571691000.0,1571691000.0,293803000.0,65179000.0,68233000.0,110481000.0,45040000.0,45040000.0,0.36,0.36,4611159000.0,2653270000.0,2509867000.0,1711425000.0,,367968000.0,2098972000.0,941845000.0,1902982000.0,10719000.0,17177000.0,-41171000.0,-19075000.0,-29794000.0
