,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Capital Expenditure,Issuance Of Debt
2024-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,1042628000.0
2025-03-31,,,,,,,,,0.31,0.31,,,,,,,,,,,,,,,,145397000.0
2025-06-30,1606214000.0,1606214000.0,488766000.0,188489000.0,188489000.0,366659000.0,49581000.0,49581000.0,,,11863398000.0,1875967000.0,6897992000.0,2072647000.0,3334856000.0,3163075000.0,30225000.0,4546815000.0,-196680000.0,2610287000.0,406915000.0,-154002000.0,-260670000.0,231906000.0,-175009000.0,
2025-09-30,1275360000.0,1275360000.0,434950000.0,159348000.0,159348000.0,324971000.0,46634000.0,46634000.0,,,11814199000.0,1739702000.0,6669387000.0,1856238000.0,3277636000.0,3249565000.0,28071000.0,4584936000.0,-116536000.0,2656922000.0,343469000.0,-195018000.0,-177328000.0,152510000.0,-190959000.0,
2025-12-31,1601560000.0,1601560000.0,466182000.0,170930000.0,87294000.0,260934000.0,135046000.0,135046000.0,,,11978491000.0,1767797000.0,6751315000.0,2657676000.0,4508455000.0,3208135000.0,44775000.0,4680598000.0,-889879000.0,2726826000.0,492398000.0,-220923000.0,-224784000.0,249606000.0,-242792000.0,385568000.0
2026-03-31,1551909000.0,1551909000.0,495217000.0,199452000.0,199452000.0,364464000.0,60943000.0,60943000.0,0.35,0.35,12008697000.0,1769879000.0,6725946000.0,2599167000.0,3382536000.0,3338628000.0,43908000.0,4714741000.0,-829288000.0,2758584000.0,162663000.0,-110013000.0,-53992000.0,45186000.0,-117477000.0,128709000.0
2026-06-30,1539012000.0,1539012000.0,507637000.0,214297000.0,214297000.0,383057000.0,65564000.0,65564000.0,,,12072403000.0,1753366000.0,6838952000.0,2700333000.0,3606041000.0,3398400000.0,55954000.0,4655027000.0,-946967000.0,2698439000.0,329294000.0,-163390000.0,-153267000.0,163137000.0,-166157000.0,
