,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Capital Expenditure
2024-12-31,,,,,,,,,0.18,0.18,,,,,,,,,,,,,,,
2025-03-31,3590000000.0,3590000000.0,1391000000.0,319000000.0,340000000.0,823000000.0,232000000.0,232000000.0,,,28940000000.0,9603000000.0,11830000000.0,4819000000.0,5890000000.0,4301000000.0,1215000000.0,17110000000.0,4784000000.0,7031000000.0,639000000.0,-229000000.0,-440000000.0,168000000.0,-471000000.0
2025-06-30,3704000000.0,3704000000.0,1515000000.0,424000000.0,446000000.0,909000000.0,305000000.0,305000000.0,0.23,0.23,28059000000.0,9635000000.0,11346000000.0,5427000000.0,5371000000.0,3705000000.0,1279000000.0,16713000000.0,4208000000.0,7323000000.0,642000000.0,-123000000.0,-443000000.0,200000000.0,-442000000.0
2025-09-30,3944000000.0,3944000000.0,1504000000.0,883000000.0,463000000.0,947000000.0,232000000.0,214000000.0,,,30470000000.0,9823000000.0,13419000000.0,5784000000.0,7216000000.0,5473000000.0,1356000000.0,17051000000.0,4039000000.0,7576000000.0,1397000000.0,-3140000000.0,1827000000.0,947000000.0,-450000000.0
2025-12-31,3662000000.0,3662000000.0,1462000000.0,388000000.0,411000000.0,889000000.0,256000000.0,256000000.0,0.19,0.19,30738000000.0,9830000000.0,13295000000.0,5711000000.0,7269000000.0,5593000000.0,1236000000.0,17443000000.0,4119000000.0,7867000000.0,415000000.0,-482000000.0,-38000000.0,-167000000.0,-582000000.0
2026-03-31,3813000000.0,3813000000.0,1477000000.0,458000000.0,475000000.0,927000000.0,301000000.0,301000000.0,,,31716000000.0,10523000000.0,14308000000.0,6616000000.0,8294000000.0,6574000000.0,1300000000.0,17408000000.0,3907000000.0,7724000000.0,437000000.0,-737000000.0,340000000.0,-105000000.0,-542000000.0
