,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Capital Expenditure,Repayment Of Debt,Issuance Of Debt
2024-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,1516000000.0
2025-03-31,,,,,,,,,1.52,1.51,,,,,,,,,,,,,,,,0.0
2025-06-30,9027000000.0,9027000000.0,6620000000.0,2474000000.0,2770000000.0,3089000000.0,1697000000.0,1697000000.0,1.45,1.44,68399000000.0,19638000000.0,27000000000.0,19050000000.0,8746000000.0,7942000000.0,40998000000.0,588000000.0,43653000000.0,2576000000.0,-716000000.0,-5019000000.0,2386000000.0,-190000000.0,-671000000.0,2000000.0
2025-09-30,9076000000.0,9076000000.0,6671000000.0,2470000000.0,3057000000.0,3375000000.0,2004000000.0,2004000000.0,,,68396000000.0,18907000000.0,25155000000.0,17111000000.0,9121000000.0,8554000000.0,42807000000.0,1796000000.0,45671000000.0,1502000000.0,-74000000.0,-700000000.0,1301000000.0,-201000000.0,-322000000.0,0.0
2025-12-31,9684000000.0,9684000000.0,6916000000.0,2343000000.0,2188000000.0,2513000000.0,1680000000.0,1680000000.0,1.58,1.57,70362000000.0,20256000000.0,25288000000.0,17416000000.0,7476000000.0,8220000000.0,44586000000.0,2840000000.0,47345000000.0,1297000000.0,-218000000.0,-1303000000.0,1117000000.0,-180000000.0,-1180000000.0,0.0
2026-03-31,9555000000.0,9555000000.0,6973000000.0,2752000000.0,3038000000.0,3343000000.0,1932000000.0,1932000000.0,1.66,1.65,73462000000.0,22255000000.0,28097000000.0,20820000000.0,7862000000.0,9648000000.0,44860000000.0,1435000000.0,49279000000.0,3512000000.0,822000000.0,-3034000000.0,3274000000.0,-238000000.0,-559000000.0,
2026-06-30,9878000000.0,9878000000.0,7228000000.0,2651000000.0,3329000000.0,3645000000.0,2180000000.0,2180000000.0,1.89,1.88,75609000000.0,22649000000.0,30362000000.0,19734000000.0,10507000000.0,10511000000.0,44742000000.0,2915000000.0,48579000000.0,3154000000.0,-1742000000.0,-511000000.0,3038000000.0,-116000000.0,-1658000000.0,
