,Total Revenue,Operating Revenue,Gross Profit,Operating Income,EBIT,EBITDA,Net Income,Net Income Common Stockholders,Basic EPS,Diluted EPS,Total Assets,Current Assets,Total Liabilities Net Minority Interest,Current Liabilities,Total Debt,Net Debt,Cash And Cash Equivalents,Stockholders Equity,Working Capital,Retained Earnings,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Capital Expenditure,Repayment Of Debt
2024-12-31,,,,,,,,,,,,,,,,13543000.0,,,,,,,,,,
2025-03-31,39381000.0,39381000.0,1397000.0,-2822000.0,-3306000.0,-1939000.0,-3835000.0,-3835000.0,-1.02,-1.02,106710000.0,63037000.0,89151000.0,50931000.0,21063000.0,11200000.0,9863000.0,17559000.0,12106000.0,-13808000.0,2982000.0,-49000.0,-1446000.0,2933000.0,-49000.0,-638000.0
2025-06-30,42853000.0,42853000.0,1957000.0,-862000.0,-1369000.0,0.0,-1934000.0,-1934000.0,,,110897000.0,69309000.0,95291000.0,58923000.0,20425000.0,8438000.0,11987000.0,15606000.0,10386000.0,-15761000.0,2974000.0,162000.0,-1444000.0,2901000.0,-73000.0,-637000.0
2025-09-30,45308000.0,45308000.0,1989000.0,-1918000.0,-1977000.0,-606000.0,-2579000.0,-2579000.0,,,106320000.0,66104000.0,93407000.0,57779000.0,19788000.0,14359000.0,5429000.0,12913000.0,8325000.0,-18455000.0,-4809000.0,-3000.0,-1421000.0,-4812000.0,-3000.0,-638000.0
2025-12-31,45563000.0,45563000.0,2301000.0,1204000.0,13553000.0,14906000.0,13308000.0,13308000.0,,,124740000.0,92140000.0,97998000.0,63841000.0,19150000.0,,23360000.0,26742000.0,28299000.0,-4626000.0,380000.0,18722000.0,-1518000.0,348000.0,-32000.0,-637000.0
2026-03-31,47334000.0,47334000.0,2401000.0,-1734000.0,-1685000.0,-384000.0,-2672000.0,-2672000.0,-0.71,-0.71,127810000.0,96396000.0,103547000.0,70052000.0,21359000.0,2512000.0,18847000.0,24263000.0,26344000.0,-7105000.0,-5654000.0,-83000.0,1425000.0,-5737000.0,-83000.0,-598000.0
